"","PMID","DayAccepted","MonthAccepted","YearAccepted","DayReceived","MonthReceived","YearReceived","Journal","PublicationStatus","Country","Language","YMD_Accepted","YMD_Received"
"29","34871774",14,11,2021,9,9,2021,"Microbes Infect","aheadofprint",NA,"eng",2021-11-14,2021-09-09
"30","34871770",30,11,2021,10,8,2021,"Vascul Pharmacol","aheadofprint",NA,"eng",2021-11-30,2021-08-10
"31","34871728",28,11,2021,2,7,2021,"Can J Cardiol","aheadofprint",NA,"eng",2021-11-28,2021-07-02
"32","34871701",22,11,2021,16,8,2021,"Am J Kidney Dis","aheadofprint",NA,"eng",2021-11-22,2021-08-16
"33","34871661",23,11,2021,13,10,2021,"Curr Probl Cardiol","aheadofprint",NA,"eng",2021-11-23,2021-10-13
"34","34871658",27,11,2021,23,8,2021,"Int J Biol Macromol","aheadofprint",NA,"eng",2021-11-27,2021-08-23
"35","34871634",1,12,2021,15,10,2021,"J Dent","aheadofprint",NA,"eng",2021-12-01,2021-10-15
"36","34871622",29,11,2021,5,8,2021,"Int J Cardiol","aheadofprint",NA,"eng",2021-11-29,2021-08-05
"37","34871589",1,12,2021,1,7,2021,"Appetite","aheadofprint",NA,"eng",2021-12-01,2021-07-01
"38","34871551",29,9,2021,5,8,2021,"Lancet Oncol","aheadofprint",NA,"eng",2021-09-29,2021-08-05
"39","34871545",2,12,2021,2,12,2021,"Lancet","aheadofprint",NA,"eng",2021-12-02,2021-12-02
"40","34871544",21,8,2021,5,5,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-08-21,2021-05-05
"41","34871534",NA,NA,NA,NA,NA,NA,"J Int Med Res","ppublish",NA,"eng",NA,NA
"42","34871526",NA,NA,NA,NA,NA,NA,"J Am Coll Health","aheadofprint",NA,"eng",NA,NA
"43","34871520",NA,NA,NA,NA,NA,NA,"Hematology","ppublish",NA,"eng",NA,NA
"44","34871507",NA,NA,NA,NA,NA,NA,"Anaesth Intensive Care","aheadofprint",NA,"eng",NA,NA
"45","34871490",6,9,2021,27,7,2021,"Ann Coloproctol","aheadofprint",NA,"eng",2021-09-06,2021-07-27
"46","34871485",20,5,2021,31,3,2021,"Korean J Fam Med","ppublish",NA,"eng",2021-05-20,2021-03-31
"47","34871483",18,6,2020,18,5,2020,"Korean J Fam Med","ppublish",NA,"eng",2020-06-18,2020-05-18
"48","34871447",NA,NA,NA,13,11,2021,"QJM","aheadofprint",NA,"eng",NA,2021-11-13
"49","34871436",NA,NA,NA,17,11,2021,"J Clin Endocrinol Metab","aheadofprint",NA,"eng",NA,2021-11-17
"50","34871421",NA,NA,NA,18,10,2021,"J Clin Endocrinol Metab","aheadofprint",NA,"eng",NA,2021-10-18
"51","34871408",17,11,2021,13,9,2021,"Nucleic Acids Res","aheadofprint",NA,"eng",2021-11-17,2021-09-13
"52","34871397",NA,NA,NA,NA,NA,NA,"Fam Pract","aheadofprint",NA,"eng",NA,NA
"53","34871388",NA,NA,NA,30,9,2021,"Inflamm Bowel Dis","aheadofprint",NA,"eng",NA,2021-09-30
"54","34871379",29,8,2021,22,5,2021,"Br J Surg","ppublish",NA,"eng",2021-08-29,2021-05-22
"55","34871367",9,11,2021,18,7,2021,"Biochem J","ppublish",NA,"eng",2021-11-09,2021-07-18
"56","34871361",30,7,2021,NA,NA,NA,"Arch Pathol Lab Med","aheadofprint",NA,"eng",2021-07-30,NA
"57","34871341",NA,NA,NA,NA,NA,NA,"Ann Behav Med","aheadofprint",NA,"eng",NA,NA
"58","34871328",14,11,2021,13,5,2021,"PLoS Pathog","aheadofprint",NA,"eng",2021-11-14,2021-05-13
"59","34871308",14,11,2021,20,5,2021,"PLoS Med","aheadofprint",NA,"eng",2021-11-14,2021-05-20
"60","34871297",10,11,2021,30,7,2021,"PLoS One","epublish",NA,"eng",2021-11-10,2021-07-30
"61","34871274",23,10,2021,29,1,2021,"Medicine (Baltimore)","ppublish",NA,"eng",2021-10-23,2021-01-29
"62","34871251",2,9,2021,9,5,2021,"Medicine (Baltimore)","ppublish",NA,"eng",2021-09-02,2021-05-09
"63","34871217",1,10,2021,14,7,2021,"Medicine (Baltimore)","ppublish",NA,"eng",2021-10-01,2021-07-14
"64","34871216",1,10,2021,27,4,2021,"Medicine (Baltimore)","ppublish",NA,"eng",2021-10-01,2021-04-27
"65","34871215",28,9,2021,25,3,2021,"Medicine (Baltimore)","ppublish",NA,"eng",2021-09-28,2021-03-25
"66","34871209",17,9,2021,16,9,2020,"Medicine (Baltimore)","ppublish",NA,"eng",2021-09-17,2020-09-16
"67","34871194",NA,NA,NA,NA,NA,NA,"Curr Opin Gastroenterol","ppublish",NA,"eng",NA,NA
"68","34871182",NA,NA,NA,NA,NA,NA,"J Clin Invest","aheadofprint",NA,"eng",NA,NA
"69","34871181",NA,NA,NA,NA,NA,NA,"JCI Insight","aheadofprint",NA,"eng",NA,NA
"70","34871178",NA,NA,NA,NA,NA,NA,"JMIR Res Protoc","aheadofprint",NA,"eng",NA,NA
"71","34871160",NA,NA,NA,NA,NA,NA,"Allergy Asthma Proc","ppublish",NA,"eng",NA,NA
"72","34871159",NA,NA,NA,NA,NA,NA,"Allergy Asthma Proc","ppublish",NA,"eng",NA,NA
"73","34871158",NA,NA,NA,NA,NA,NA,"Allergy Asthma Proc","ppublish",NA,"eng",NA,NA
"74","34871157",NA,NA,NA,NA,NA,NA,"Allergy Asthma Proc","ppublish",NA,"eng",NA,NA
"75","34871151",NA,NA,NA,NA,NA,NA,"Allergy Asthma Proc","ppublish",NA,"eng",NA,NA
"76","34871144",NA,NA,NA,NA,NA,NA,"Scand J Occup Ther","aheadofprint",NA,"eng",NA,NA
"77","34871128",NA,NA,NA,NA,NA,NA,"Clin Toxicol (Phila)","aheadofprint",NA,"eng",NA,NA
"78","34871075",NA,NA,NA,NA,NA,NA,"Health Aff (Millwood)","ppublish",NA,"eng",NA,NA
"79","34871054",NA,NA,NA,NA,NA,NA,"Ann Intern Med","aheadofprint",NA,"eng",NA,NA
"80","34871053",NA,NA,NA,NA,NA,NA,"Ann Intern Med","aheadofprint",NA,"eng",NA,NA
"81","34871050",NA,NA,NA,NA,NA,NA,"Ann Intern Med","aheadofprint",NA,"eng",NA,NA
"82","34871047",NA,NA,NA,NA,NA,NA,"Ann Intern Med","aheadofprint",NA,"eng",NA,NA
"83","34871045",NA,NA,NA,NA,NA,NA,"Ann Intern Med","aheadofprint",NA,"eng",NA,NA
"84","34871028",NA,NA,NA,NA,NA,NA,"Rehabil Psychol","ppublish",NA,"eng",NA,NA
"85","34871022",NA,NA,NA,NA,NA,NA,"J Appl Psychol","ppublish",NA,"eng",NA,NA
"86","34871021",NA,NA,NA,NA,NA,NA,"J Appl Psychol","ppublish",NA,"eng",NA,NA
"87","34871018",NA,NA,NA,NA,NA,NA,"Law Hum Behav","ppublish",NA,"eng",NA,NA
"88","34870992",NA,NA,NA,NA,NA,NA,"J Med Chem","aheadofprint",NA,"eng",NA,NA
"89","34870933",NA,NA,NA,NA,NA,NA,"AIDS","ppublish",NA,"eng",NA,NA
"90","34870921",NA,NA,NA,NA,NA,NA,"Zh Nevrol Psikhiatr Im S S Korsakova","ppublish",NA,"rus",NA,NA
"91","34870908",NA,NA,NA,NA,NA,NA,"Zh Nevrol Psikhiatr Im S S Korsakova","ppublish",NA,"rus",NA,NA
"92","34870889",1,12,2021,25,6,2021,"Ther Apher Dial","aheadofprint",NA,"eng",2021-12-01,2021-06-25
"93","34870807",9,11,2021,13,9,2021,"J Neurovirol","aheadofprint",NA,"eng",2021-11-09,2021-09-13
"94","34870771",23,11,2021,29,9,2021,"Mikrochim Acta","epublish",NA,"eng",2021-11-23,2021-09-29
"95","34870702",NA,NA,NA,NA,NA,NA,"JAMA Pediatr","aheadofprint",NA,"eng",NA,NA
"96","34870642",NA,NA,NA,NA,NA,NA,"Med Pr","aheadofprint",NA,"eng",NA,NA
"97","34870641",27,8,2021,23,8,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-08-27,2021-08-23
"98","34870640",25,8,2021,23,8,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-08-25,2021-08-23
"99","34870639",25,8,2021,23,8,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-08-25,2021-08-23
"100","34870638",21,8,2021,14,8,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-08-21,2021-08-14
"101","34870637",8,9,2021,4,9,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-09-08,2021-09-04
"102","34870636",NA,NA,NA,NA,NA,NA,"J Neurosurg Anesthesiol","ppublish",NA,"eng",NA,NA
"103","34870635",27,8,2021,23,8,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-08-27,2021-08-23
"104","34870634",23,8,2021,21,8,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-08-23,2021-08-21
"105","34870633",28,8,2021,23,8,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-08-28,2021-08-23
"106","34870632",NA,NA,NA,NA,NA,NA,"J Neurosurg Anesthesiol","ppublish",NA,"eng",NA,NA
"107","34870631",NA,NA,NA,NA,NA,NA,"J Neurosurg Anesthesiol","ppublish",NA,"eng",NA,NA
"108","34870630",25,8,2021,23,8,2021,"J Neurosurg Anesthesiol","ppublish",NA,"eng",2021-08-25,2021-08-23
"109","34870629",NA,NA,NA,NA,NA,NA,"J Neurosurg Anesthesiol","ppublish",NA,"eng",NA,NA
"110","34870609",NA,NA,NA,NA,NA,NA,"JMIR Form Res","aheadofprint",NA,"eng",NA,NA
"111","34870607",NA,NA,NA,NA,NA,NA,"JMIR Form Res","aheadofprint",NA,"eng",NA,NA
"112","34870605",NA,NA,NA,NA,NA,NA,"J Med Internet Res","aheadofprint",NA,"eng",NA,NA
"113","34870573",NA,NA,NA,NA,NA,NA,"Microb Genom","ppublish",NA,"eng",NA,NA
"114","34870567",NA,NA,NA,NA,NA,NA,"Behav Med","aheadofprint",NA,"eng",NA,NA
"115","34870545",NA,NA,NA,NA,NA,NA,"Curr Med Res Opin","aheadofprint",NA,"eng",NA,NA
"116","34870543",NA,NA,NA,NA,NA,NA,"Int J Radiat Biol","aheadofprint",NA,"eng",NA,NA
"117","34870530",NA,NA,NA,NA,NA,NA,"J Contin Educ Nurs","ppublish",NA,"eng",NA,NA
"118","34870523",NA,NA,NA,NA,NA,NA,"Omega (Westport)","aheadofprint",NA,"eng",NA,NA
"119","34870520",NA,NA,NA,NA,NA,NA,"Inquiry","ppublish",NA,"eng",NA,NA
"120","34870519",NA,NA,NA,NA,NA,NA,"Omega (Westport)","aheadofprint",NA,"eng",NA,NA
"121","34870508",NA,NA,NA,NA,NA,NA,"J Int Assoc Provid AIDS Care","ppublish",NA,"eng",NA,NA
"122","34870504",NA,NA,NA,NA,NA,NA,"J Nurs Educ","ppublish",NA,"eng",NA,NA
"123","34870501",NA,NA,NA,NA,NA,NA,"J Nurs Educ","ppublish",NA,"eng",NA,NA
"124","34870499",NA,NA,NA,NA,NA,NA,"J Nurs Educ","ppublish",NA,"eng",NA,NA
"125","34870498",NA,NA,NA,NA,NA,NA,"J Nurs Educ","ppublish",NA,"eng",NA,NA
"126","34870486",NA,NA,NA,NA,NA,NA,"Global Spine J","aheadofprint",NA,"eng",NA,NA
"127","34870478",NA,NA,NA,NA,NA,NA,"Health Secur","aheadofprint",NA,"eng",NA,NA
"128","34870473",NA,NA,NA,NA,NA,NA,"Microb Drug Resist","aheadofprint",NA,"eng",NA,NA
"129","34870461",NA,NA,NA,NA,NA,NA,"Psychodyn Psychiatry","ppublish",NA,"eng",NA,NA
"130","34870454",NA,NA,NA,NA,NA,NA,"Breastfeed Med","aheadofprint",NA,"eng",NA,NA
"131","34870395",NA,NA,NA,NA,NA,NA,"Pediatr Infect Dis J","ppublish",NA,"eng",NA,NA
"132","34870392",NA,NA,NA,NA,NA,NA,"Pediatr Infect Dis J","ppublish",NA,"eng",NA,NA
"133","34870386",NA,NA,NA,NA,NA,NA,"Eur J Phys Rehabil Med","aheadofprint",NA,"eng",NA,NA
"134","34870377",3,11,2021,4,6,2021,"Transbound Emerg Dis","aheadofprint",NA,"eng",2021-11-03,2021-06-04
"135","34870361",24,11,2021,5,5,2021,"Hum Brain Mapp","aheadofprint",NA,"eng",2021-11-24,2021-05-05
"136","34870335",6,10,2021,24,4,2021,"Transfusion","aheadofprint",NA,"eng",2021-10-06,2021-04-24
"137","34870334",29,11,2021,2,9,2021,"Laryngoscope","aheadofprint",NA,"eng",2021-11-29,2021-09-02
"138","34870329",NA,NA,NA,29,6,2021,"Eur J Immunol","aheadofprint",NA,"eng",NA,2021-06-29
"139","34870322",NA,NA,NA,20,9,2021,"Eur J Immunol","aheadofprint",NA,"eng",NA,2021-09-20
"140","34870285",5,10,2021,10,3,2021,"Commun Med (London)","ppublish",NA,"eng",2021-10-05,2021-03-10
"141","34870284",6,5,2021,17,3,2021,"Commun Med (London)","ppublish",NA,"eng",2021-05-06,2021-03-17
"142","34870268",11,10,2021,26,6,2021,"Front Digit Health","epublish",NA,"eng",2021-10-11,2021-06-26
"143","34870267",5,10,2021,18,6,2021,"Front Digit Health","epublish",NA,"eng",2021-10-05,2021-06-18
"144","34870265",26,9,2021,14,5,2021,"SSM Qual Res Health","ppublish",NA,"eng",2021-09-26,2021-05-14
"145","34870264",5,8,2021,18,2,2021,"SSM Qual Res Health","ppublish",NA,"eng",2021-08-05,2021-02-18
"146","34870262",30,9,2021,15,6,2021,"Lancet Reg Health Am","ppublish",NA,"eng",2021-09-30,2021-06-15
"147","34870261",14,9,2021,28,5,2021,"Lancet Reg Health Am","ppublish",NA,"eng",2021-09-14,2021-05-28
"148","34870258",NA,NA,NA,NA,NA,NA,"Lancet Reg Health Eur","ppublish",NA,"eng",NA,NA
"149","34870257",NA,NA,NA,NA,NA,NA,"Lancet Reg Health Eur","ppublish",NA,"eng",NA,NA
"150","34870256",NA,NA,NA,NA,NA,NA,"Lancet Reg Health Eur","ppublish",NA,"eng",NA,NA
"151","34870255",NA,NA,NA,NA,NA,NA,"Lancet Reg Health Eur","ppublish",NA,"eng",NA,NA
"152","34870253",17,11,2021,8,12,2020,"Public Health Pract (Oxf)","ppublish",NA,"eng",2021-11-17,2020-12-08
"153","34870250",22,11,2021,30,8,2021,"Curr Res Virol Sci","ppublish",NA,"eng",2021-11-22,2021-08-30
"154","34870248",NA,NA,NA,NA,NA,NA,"JTO Clin Res Rep","ppublish",NA,"eng",NA,NA
"155","34870247",26,11,2021,23,8,2021,"Brain Behav Immun Health","aheadofprint",NA,"eng",2021-11-26,2021-08-23
"156","34870245",22,11,2021,16,10,2021,"JAAD Int","aheadofprint",NA,"eng",2021-11-22,2021-10-16
"157","34870243",22,11,2021,20,9,2021,"STAR Protoc","aheadofprint",NA,"eng",2021-11-22,2021-09-20
"158","34870242",22,11,2021,14,11,2021,"Softw Impacts","aheadofprint",NA,"eng",2021-11-22,2021-11-14
"159","34870236",NA,NA,NA,NA,NA,NA,"Arch Acad Emerg Med","epublish",NA,"eng",NA,NA
"160","34870233",NA,NA,NA,NA,NA,NA,"Arch Acad Emerg Med","epublish",NA,"eng",NA,NA
"161","34870231",NA,NA,NA,NA,NA,NA,"Arch Acad Emerg Med","epublish",NA,"eng",NA,NA
"162","34870195",21,10,2021,23,8,2021,"Front Sports Act Living","epublish",NA,"eng",2021-10-21,2021-08-23
"163","34870170",13,12,2020,28,11,2020,"Arch Rheumatol","epublish",NA,"eng",2020-12-13,2020-11-28
"164","34870161",1,11,2021,22,12,2020,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-11-01,2020-12-22
"165","34870160",17,10,2021,27,7,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-10-17,2021-07-27
"166","34870159",7,10,2021,28,6,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-10-07,2021-06-28
"167","34870158",6,10,2021,1,7,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-10-06,2021-07-01
"168","34870157",2,10,2021,28,6,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-10-02,2021-06-28
"169","34870156",19,9,2021,29,6,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-09-19,2021-06-29
"170","34870155",9,9,2021,31,3,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-09-09,2021-03-31
"171","34870154",9,9,2021,13,5,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-09-09,2021-05-13
"172","34870153",8,9,2021,26,7,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-09-08,2021-07-26
"173","34870152",26,8,2021,2,7,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-08-26,2021-07-02
"174","34870151",8,8,2021,30,6,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-08-08,2021-06-30
"175","34870150",26,7,2021,27,5,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-07-26,2021-05-27
"176","34870149",1,6,2021,26,4,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-06-01,2021-04-26
"177","34870148",18,5,2021,5,4,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-05-18,2021-04-05
"178","34870147",26,4,2021,8,1,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-04-26,2021-01-08
"179","34870146",26,4,2021,28,1,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-04-26,2021-01-28
"180","34870145",13,4,2021,8,2,2021,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2021-04-13,2021-02-08
"181","34870144",3,12,2020,22,10,2020,"Curr Res Pharmacol Drug Discov","ppublish",NA,"eng",2020-12-03,2020-10-22
"182","34870142",23,11,2021,6,10,2021,"Infect Prev Pract","aheadofprint",NA,"eng",2021-11-23,2021-10-06
"183","34870136",12,11,2021,15,9,2020,"Glob Transit","aheadofprint",NA,"eng",2021-11-12,2020-09-15
"184","34870134",20,10,2021,8,9,2021,"EClinicalMedicine","ppublish",NA,"eng",2021-10-20,2021-09-08
"185","34870133",11,11,2021,19,8,2021,"EClinicalMedicine","aheadofprint",NA,"eng",2021-11-11,2021-08-19
"186","34870132",23,11,2021,2,8,2021,"iScience","aheadofprint",NA,"eng",2021-11-23,2021-08-02
"187","34870131",23,11,2021,3,11,2021,"iScience","aheadofprint",NA,"eng",2021-11-23,2021-11-03
"188","34870129",2,4,2021,16,1,2021,"Turk J Phys Med Rehabil","epublish",NA,"eng",2021-04-02,2021-01-16
"189","34870128",2,4,2021,14,1,2021,"Turk J Phys Med Rehabil","epublish",NA,"eng",2021-04-02,2021-01-14
"190","34870112",20,3,2021,17,2,2021,"Turk J Phys Med Rehabil","epublish",NA,"eng",2021-03-20,2021-02-17
"191","34870100",10,8,2021,10,3,2021,"Hematol Transfus Cell Ther","aheadofprint",NA,"eng",2021-08-10,2021-03-10
"192","34870099",15,11,2021,5,11,2021,"Digit Finance","aheadofprint",NA,"eng",2021-11-15,2021-11-05
"193","34870090",22,10,2021,28,2,2021,"Ther Adv Vaccines Immunother","epublish",NA,"eng",2021-10-22,2021-02-28
"194","34870077",14,11,2021,4,7,2021,"Econ Disaster Clim Chang","aheadofprint",NA,"eng",2021-11-14,2021-07-04
"195","34870076",9,11,2021,13,7,2021,"Earth Syst Environ","aheadofprint",NA,"eng",2021-11-09,2021-07-13
"196","34870063",20,10,2021,15,10,2021,"OTO Open","epublish",NA,"eng",2021-10-20,2021-10-15
"197","34870028",15,10,2021,2,9,2021,"ACS Omega","epublish",NA,"eng",2021-10-15,2021-09-02
"198","34869973",8,11,2021,26,6,2021,"ACS Omega","epublish",NA,"eng",2021-11-08,2021-06-26
"199","34869963",22,11,2021,13,7,2021,"Curr Opin Biomed Eng","aheadofprint",NA,"eng",2021-11-22,2021-07-13
"200","34869961",24,11,2021,25,10,2020,"Infect Dis Model","ppublish",NA,"eng",2021-11-24,2020-10-25
"201","34869960",24,11,2021,23,6,2021,"Infect Dis Model","ppublish",NA,"eng",2021-11-24,2021-06-23
"202","34869959",9,11,2021,13,8,2021,"Infect Dis Model","aheadofprint",NA,"eng",2021-11-09,2021-08-13
"203","34869942",22,11,2021,11,10,2021,"Clin Epidemiol Glob Health","ppublish",NA,"eng",2021-11-22,2021-10-11
"204","34869941",16,11,2021,30,7,2021,"Gene Rep","ppublish",NA,"eng",2021-11-16,2021-07-30
"205","34869935",25,11,2021,30,3,2021,"Heliyon","ppublish",NA,"eng",2021-11-25,2021-03-30
"206","34869934",24,11,2021,6,4,2021,"Heliyon","ppublish",NA,"eng",2021-11-24,2021-04-06
"207","34869933",18,11,2021,5,6,2021,"Heliyon","ppublish",NA,"eng",2021-11-18,2021-06-05
"208","34869931",16,11,2021,10,2,2021,"Heliyon","ppublish",NA,"eng",2021-11-16,2021-02-10
"209","34869925",26,11,2021,29,5,2021,"Heliyon","aheadofprint",NA,"eng",2021-11-26,2021-05-29
"210","34869917",6,10,2021,3,3,2021,"Health Sci Rep","epublish",NA,"eng",2021-10-06,2021-03-03
"211","34869916",7,10,2021,21,4,2021,"Health Sci Rep","epublish",NA,"eng",2021-10-07,2021-04-21
"212","34869904",29,10,2021,1,7,2021,"J Med Educ Curric Dev","epublish",NA,"eng",2021-10-29,2021-07-01
"213","34869849",NA,NA,NA,NA,NA,NA,"J Patient Exp","epublish",NA,"eng",NA,NA
"214","34869840",NA,NA,NA,NA,NA,NA,"J Patient Exp","epublish",NA,"eng",NA,NA
"215","34869839",NA,NA,NA,NA,NA,NA,"J Patient Exp","epublish",NA,"eng",NA,NA
"216","34869837",NA,NA,NA,NA,NA,NA,"J Patient Exp","epublish",NA,"eng",NA,NA
"217","34869833",NA,NA,NA,NA,NA,NA,"J Patient Exp","epublish",NA,"eng",NA,NA
"218","34869830",2,11,2021,2,8,2021,"AAPS Open","ppublish",NA,"eng",2021-11-02,2021-08-02
"219","34869828",26,11,2021,29,8,2021,"Inform Med Unlocked","ppublish",NA,"eng",2021-11-26,2021-08-29
"220","34869827",15,11,2021,26,7,2021,"Inform Med Unlocked","ppublish",NA,"eng",2021-11-15,2021-07-26
"221","34869823",24,11,2021,17,8,2021,"Addict Behav Rep","ppublish",NA,"eng",2021-11-24,2021-08-17
"222","34869822",28,11,2021,8,10,2021,"SSM Popul Health","ppublish",NA,"eng",2021-11-28,2021-10-08
"223","34869819",26,11,2021,8,8,2021,"One Health","ppublish",NA,"eng",2021-11-26,2021-08-08
"224","34869811",14,11,2021,30,8,2021,"JAAD Case Rep","aheadofprint",NA,"eng",2021-11-14,2021-08-30
"225","34869802",29,11,2021,12,11,2021,"Data Brief","aheadofprint",NA,"eng",2021-11-29,2021-11-12
"226","34869799",1,11,2021,11,10,2021,"Glob Pediatr Health","epublish",NA,"eng",2021-11-01,2021-10-11
"227","34869785",8,11,2021,25,6,2020,"J Med Imaging (Bellingham)","ppublish",NA,"eng",2021-11-08,2020-06-25
"228","34869749",25,10,2021,22,9,2021,"Front Vet Sci","epublish",NA,"eng",2021-10-25,2021-09-22
"229","34869722",7,10,2021,29,7,2021,"Front Vet Sci","epublish",NA,"eng",2021-10-07,2021-07-29
"230","34869681",18,10,2021,30,8,2021,"Front Cardiovasc Med","epublish",NA,"eng",2021-10-18,2021-08-30
"231","34869552",11,10,2021,12,7,2021,"Front Surg","epublish",NA,"eng",2021-10-11,2021-07-12
"232","34869540",22,10,2021,11,9,2021,"Front Nutr","epublish",NA,"eng",2021-10-22,2021-09-11
"233","34869496",27,10,2021,14,9,2021,"Front Med (Lausanne)","epublish",NA,"eng",2021-10-27,2021-09-14
"234","34869493",12,10,2021,10,9,2021,"Front Med (Lausanne)","epublish",NA,"eng",2021-10-12,2021-09-10
"235","34869488",12,10,2021,4,9,2021,"Front Med (Lausanne)","epublish",NA,"eng",2021-10-12,2021-09-04
"236","34869483",6,10,2021,31,8,2021,"Front Med (Lausanne)","epublish",NA,"eng",2021-10-06,2021-08-31
"237","34869480",5,10,2021,30,8,2021,"Front Med (Lausanne)","epublish",NA,"eng",2021-10-05,2021-08-30
"238","34869479",25,10,2021,30,8,2021,"Front Med (Lausanne)","epublish",NA,"eng",2021-10-25,2021-08-30
