"","PMID","DayAccepted","MonthAccepted","YearAccepted","DayReceived","MonthReceived","YearReceived","Journal","PublicationStatus","Country","Language","YMD_Accepted","YMD_Received"
"38","34863334",NA,NA,NA,NA,NA,NA,"Lancet Respir Med","aheadofprint",NA,"eng",NA,NA
"39","34863333",NA,NA,NA,NA,NA,NA,"Lancet Respir Med","aheadofprint",NA,"eng",NA,NA
"40","34863331",16,11,2021,18,10,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-11-16,2021-10-18
"41","34862630",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"42","34861417",22,11,2021,16,9,2021,"Travel Med Infect Dis","aheadofprint",NA,"eng",2021-11-22,2021-09-16
"43","34861398",24,11,2021,16,9,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-24,2021-09-16
"44","34861350",25,11,2021,6,6,2021,"J Infect","aheadofprint",NA,"eng",2021-11-25,2021-06-06
"45","34861314",18,11,2021,24,9,2021,"J Hosp Infect","aheadofprint",NA,"eng",2021-11-18,2021-09-24
"46","34861192",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","aheadofprint",NA,"eng",NA,NA
"47","34861189",21,10,2021,5,7,2021,"Lancet Public Health","aheadofprint",NA,"eng",2021-10-21,2021-07-05
"48","34861188",10,11,2021,28,10,2021,"Lancet Public Health","aheadofprint",NA,"eng",2021-11-10,2021-10-28
"49","34861169",18,10,2021,14,10,2021,"Lancet","aheadofprint",NA,"eng",2021-10-18,2021-10-14
"50","34861168",1,10,2021,7,12,2020,"Lancet","aheadofprint",NA,"eng",2021-10-01,2020-12-07
"51","34861162",NA,NA,NA,NA,NA,NA,"Lancet Respir Med","ppublish",NA,"eng",NA,NA
"52","34861161",NA,NA,NA,NA,NA,NA,"Lancet Respir Med","ppublish",NA,"eng",NA,NA
"53","34859458",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"54","34859449",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"55","34856407",25,11,2021,4,10,2021,"Travel Med Infect Dis","aheadofprint",NA,"eng",2021-11-25,2021-10-04
"56","34856392",22,11,2021,1,11,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-22,2021-11-01
"57","34856192",2,7,2021,6,11,2020,"Lancet","aheadofprint",NA,"eng",2021-07-02,2020-11-06
"58","34856191",14,7,2021,13,11,2020,"Lancet","aheadofprint",NA,"eng",2021-07-14,2020-11-13
"59","34856190",2,7,2021,9,11,2020,"Lancet","aheadofprint",NA,"eng",2021-07-02,2020-11-09
"60","34856189",22,9,2021,16,4,2021,"Lancet","aheadofprint",NA,"eng",2021-09-22,2021-04-16
"61","34856188",23,11,2021,23,11,2021,"Lancet","aheadofprint",NA,"eng",2021-11-23,2021-11-23
"62","34856187",26,11,2021,25,11,2021,"Lancet","aheadofprint",NA,"eng",2021-11-26,2021-11-25
"63","34856182",6,8,2021,6,8,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-08-06,2021-08-06
"64","34856181",12,7,2021,9,4,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-07-12,2021-04-09
"65","34854099",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"66","34854097",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"67","34854093",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"68","34852245",23,11,2021,20,11,2021,"J Infect","aheadofprint",NA,"eng",2021-11-23,2021-11-20
"69","34850402",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"70","34848325",19,11,2021,26,5,2021,"Int J Antimicrob Agents","aheadofprint",NA,"eng",2021-11-19,2021-05-26
"71","34845876",1,11,2021,7,8,2021,"J Korean Med Sci","epublish",NA,"eng",2021-11-01,2021-08-07
"72","34845874",13,10,2021,25,5,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-13,2021-05-25
"73","34845873",13,10,2021,4,6,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-13,2021-06-04
"74","34845872",13,10,2021,21,6,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-13,2021-06-21
"75","34845871",7,10,2021,6,8,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-07,2021-08-06
"76","34843958",22,11,2021,29,9,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-22,2021-09-29
"77","34843957",23,11,2021,15,7,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-23,2021-07-15
"78","34843925",19,11,2021,23,6,2021,"Int J Antimicrob Agents","aheadofprint",NA,"eng",2021-11-19,2021-06-23
"79","34843812",21,11,2021,23,8,2021,"J Hosp Infect","aheadofprint",NA,"eng",2021-11-21,2021-08-23
"80","34843667",9,11,2021,7,11,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-11-09,2021-11-07
"81","34843665",19,7,2021,5,5,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-07-19,2021-05-05
"82","34843663",9,11,2021,9,11,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-11-09,2021-11-09
"83","34842151",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"84","34841551",17,11,2021,3,7,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-17,2021-07-03
"85","34839894",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"86","34839009",23,11,2021,25,7,2021,"Travel Med Infect Dis","aheadofprint",NA,"eng",2021-11-23,2021-07-25
"87","34839007",19,11,2021,9,10,2021,"Int J Antimicrob Agents","aheadofprint",NA,"eng",2021-11-19,2021-10-09
"88","34838958",20,11,2021,10,11,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-20,2021-11-10
"89","34838882",15,11,2021,11,11,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-15,2021-11-11
"90","34838880",17,11,2021,23,9,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-17,2021-09-23
"91","34838879",18,11,2021,1,12,2020,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-18,2020-12-01
"92","34838878",20,11,2021,16,8,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-20,2021-08-16
"93","34838877",20,11,2021,18,10,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-20,2021-10-18
"94","34838876",20,11,2021,18,10,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-20,2021-10-18
"95","34838814",12,11,2021,21,9,2021,"J Infect","aheadofprint",NA,"eng",2021-11-12,2021-09-21
"96","34838736",23,11,2021,25,8,2020,"Travel Med Infect Dis","aheadofprint",NA,"eng",2021-11-23,2020-08-25
"97","34838720",18,11,2021,23,8,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-18,2021-08-23
"98","34838686",12,11,2021,14,10,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-12,2021-10-14
"99","34838685",17,11,2021,2,11,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-17,2021-11-02
"100","34838684",16,11,2021,1,11,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-16,2021-11-01
"101","34838683",16,11,2021,28,10,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-16,2021-10-28
"102","34838593",21,11,2021,13,6,2021,"J Infect","aheadofprint",NA,"eng",2021-11-21,2021-06-13
"103","34838589",15,9,2021,9,8,2021,"J Hosp Infect","aheadofprint",NA,"eng",2021-09-15,2021-08-09
"104","34838238",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"105","34838237",4,6,2021,19,5,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-06-04,2021-05-19
"106","34838236",4,6,2021,6,5,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-06-04,2021-05-06
"107","34838235",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"108","34838234",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"109","34838233",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"110","34838230",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"111","34838228",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"112","34838227",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"113","34838226",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"114","34838225",25,10,2021,30,9,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-10-25,2021-09-30
"115","34838224",25,10,2021,13,9,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-10-25,2021-09-13
"116","34838223",25,10,2021,4,10,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-10-25,2021-10-04
"117","34838221",22,10,2021,20,9,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-10-22,2021-09-20
"118","34838218",15,10,2021,17,8,2021,"Lancet Public Health","aheadofprint",NA,"eng",2021-10-15,2021-08-17
"119","34838217",2,11,2021,31,10,2021,"Lancet Public Health","aheadofprint",NA,"eng",2021-11-02,2021-10-31
"120","34838200",26,5,2021,6,4,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-05-26,2021-04-06
"121","34838199",12,10,2021,11,6,2021,"Lancet Public Health","ppublish",NA,"eng",2021-10-12,2021-06-11
"122","34838198",18,8,2021,21,1,2021,"Lancet Public Health","ppublish",NA,"eng",2021-08-18,2021-01-21
"123","34838197",24,9,2021,19,7,2021,"Lancet Public Health","ppublish",NA,"eng",2021-09-24,2021-07-19
"124","34838196",14,9,2021,1,5,2021,"Lancet Public Health","ppublish",NA,"eng",2021-09-14,2021-05-01
"125","34838195",6,7,2021,12,5,2021,"Lancet Public Health","ppublish",NA,"eng",2021-07-06,2021-05-12
"126","34838194",16,6,2021,14,1,2021,"Lancet Public Health","ppublish",NA,"eng",2021-06-16,2021-01-14
"127","34838193",5,11,2021,3,11,2021,"Lancet Public Health","ppublish",NA,"eng",2021-11-05,2021-11-03
"128","34838192",17,8,2021,22,7,2021,"Lancet Public Health","ppublish",NA,"eng",2021-08-17,2021-07-22
"129","34838191",28,10,2021,23,9,2021,"Lancet Public Health","ppublish",NA,"eng",2021-10-28,2021-09-23
"130","34838190",10,9,2021,26,8,2021,"Lancet Public Health","ppublish",NA,"eng",2021-09-10,2021-08-26
"131","34838189",NA,NA,NA,NA,NA,NA,"Lancet Public Health","ppublish",NA,"eng",NA,NA
"132","34838181",3,10,2021,9,6,2021,"Lancet","ppublish",NA,"eng",2021-10-03,2021-06-09
"133","34838180",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"134","34838179",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"135","34838178",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"136","34838177",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"137","34838175",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"138","34838172",14,10,2021,6,10,2021,"Lancet","ppublish",NA,"eng",2021-10-14,2021-10-06
"139","34838170",22,10,2021,29,9,2021,"Lancet","ppublish",NA,"eng",2021-10-22,2021-09-29
"140","34838169",29,10,2021,22,10,2021,"Lancet","ppublish",NA,"eng",2021-10-29,2021-10-22
"141","34838168",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"142","34838166",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"143","34838165",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"144","34838164",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"145","34838163",22,11,2021,22,11,2021,"Lancet","ppublish",NA,"eng",2021-11-22,2021-11-22
"146","34838162",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"147","34837228",25,11,2021,14,7,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-25,2021-07-14
"148","34836818",2,11,2021,16,8,2021,"J Microbiol Immunol Infect","aheadofprint",NA,"eng",2021-11-02,2021-08-16
"149","34830746",13,11,2021,11,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-13,2021-10-11
"150","34830745",20,11,2021,14,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-20,2021-10-14
"151","34830744",18,11,2021,19,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-19
"152","34830743",20,11,2021,30,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-20,2021-09-30
"153","34830742",18,11,2021,15,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-15
"154","34830741",11,11,2021,14,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-11,2021-10-14
"155","34830739",17,11,2021,25,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-25
"156","34830737",11,11,2021,16,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-11,2021-09-16
"157","34830736",10,11,2021,20,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-10,2021-10-20
"158","34830735",17,11,2021,22,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-09-22
"159","34830734",17,11,2021,22,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-09-22
"160","34830733",20,11,2021,28,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-20,2021-10-28
"161","34830732",15,11,2021,23,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-09-23
"162","34830731",19,11,2021,13,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-19,2021-10-13
"163","34830730",20,11,2021,1,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-20,2021-09-01
"164","34830729",20,11,2021,2,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-20,2021-10-02
"165","34830727",16,11,2021,3,11,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-11-03
"166","34830726",18,11,2021,22,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-22
"167","34830725",20,11,2021,29,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-20,2021-10-29
"168","34830724",18,11,2021,16,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-16
"169","34830723",19,11,2021,24,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-19,2021-10-24
"170","34830722",19,11,2021,29,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-19,2021-09-29
"171","34830720",18,11,2021,14,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-14
"172","34830719",18,11,2021,23,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-23
"173","34830718",19,11,2021,7,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-19,2021-10-07
"174","34830717",18,11,2021,20,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-20
"175","34830713",14,11,2021,30,8,2021,"J Clin Med","epublish",NA,"eng",2021-11-14,2021-08-30
"176","34830712",16,11,2021,4,8,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-08-04
"177","34830711",17,11,2021,19,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-19
"178","34830710",19,11,2021,27,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-19,2021-09-27
"179","34830709",18,11,2021,21,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-21
"180","34830708",16,11,2021,12,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-12
"181","34830707",18,11,2021,6,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-06
"182","34830706",18,11,2021,24,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-09-24
"183","34830705",16,11,2021,4,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-04
"184","34830704",14,11,2021,25,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-14,2021-10-25
"185","34830703",19,11,2021,14,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-19,2021-10-14
"186","34830702",16,11,2021,14,7,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-07-14
"187","34830701",17,11,2021,30,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-09-30
"188","34830700",15,11,2021,24,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-24
"189","34830699",18,11,2021,10,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-10
"190","34830698",16,11,2021,24,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-24
"191","34830697",16,11,2021,30,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-09-30
"192","34830696",16,11,2021,29,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-29
"193","34830695",15,11,2021,5,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-05
"194","34830694",15,11,2021,30,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-30
"195","34830693",15,11,2021,28,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-28
"196","34830692",17,11,2021,28,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-09-28
"197","34830690",18,11,2021,26,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-26
"198","34830689",16,11,2021,15,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-09-15
"199","34830688",12,11,2021,11,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-10-11
"200","34830687",17,11,2021,12,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-09-12
"201","34830686",17,11,2021,21,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-21
"202","34830685",17,11,2021,21,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-21
"203","34830684",17,11,2021,19,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-19
"204","34830683",17,11,2021,7,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-07
"205","34830682",16,11,2021,4,11,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-11-04
"206","34830681",18,11,2021,26,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-09-26
"207","34830680",16,11,2021,12,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-12
"208","34830679",16,11,2021,17,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-17
"209","34830678",15,11,2021,24,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-24
"210","34830676",16,11,2021,10,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-10
"211","34830675",17,11,2021,27,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-27
"212","34830673",15,11,2021,11,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-09-11
"213","34830672",16,11,2021,20,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-09-20
"214","34830671",17,11,2021,20,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-20
"215","34830670",15,11,2021,6,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-06
"216","34830669",17,11,2021,28,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-28
"217","34830668",16,11,2021,12,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-12
"218","34830667",16,11,2021,28,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-28
"219","34830666",15,11,2021,25,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-09-25
"220","34830665",16,11,2021,12,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-09-12
"221","34830664",17,11,2021,21,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-21
"222","34830663",13,11,2021,27,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-13,2021-10-27
"223","34830662",15,11,2021,18,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-18
"224","34830661",16,11,2021,29,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-09-29
"225","34830659",15,11,2021,9,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-09
"226","34830658",15,11,2021,7,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-07
"227","34830657",16,11,2021,21,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-21
"228","34830656",16,11,2021,22,6,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-06-22
"229","34830655",16,11,2021,13,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-13
"230","34830654",16,11,2021,25,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-25
"231","34830653",16,11,2021,15,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-09-15
"232","34830652",17,11,2021,18,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-09-18
"233","34830651",16,11,2021,1,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-01
"234","34830650",15,11,2021,13,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-13
"235","34830649",15,11,2021,8,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-08
"236","34830647",15,11,2021,16,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-16
"237","34830646",16,11,2021,27,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-27
"238","34830645",11,11,2021,2,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-11,2021-09-02
"239","34830643",12,11,2021,13,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-10-13
"240","34830642",10,11,2021,9,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-10,2021-09-09
"241","34830641",16,11,2021,27,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-09-27
"242","34830640",16,11,2021,30,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-30
"243","34830639",10,11,2021,31,7,2021,"J Clin Med","epublish",NA,"eng",2021-11-10,2021-07-31
"244","34830638",15,11,2021,16,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-16
"245","34830637",12,11,2021,21,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-10-21
"246","34830636",15,11,2021,30,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-09-30
"247","34830635",16,11,2021,7,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-07
"248","34830634",15,11,2021,11,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-11
"249","34830633",15,11,2021,14,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-14
