"","PMID","DayAccepted","MonthAccepted","YearAccepted","DayReceived","MonthReceived","YearReceived","Journal","PublicationStatus","Country","Language","YMD_Accepted","YMD_Received"
"23","34861159",23,9,2021,17,9,2021,"Lancet Respir Med","ppublish",NA,"eng",2021-09-23,2021-09-17
"24","34856229",27,11,2021,23,11,2021,"J Infect","aheadofprint",NA,"eng",2021-11-27,2021-11-23
"25","34854101",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"26","34850421",30,11,2021,29,11,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-30,2021-11-29
"27","34850420",29,11,2021,27,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-29,2021-09-27
"28","34850411",29,11,2021,23,4,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-29,2021-04-23
"29","34850404",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"30","34848375",24,11,2021,30,6,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-24,2021-06-30
"31","34848374",22,11,2021,19,10,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-22,2021-10-19
"32","34848295",22,11,2021,22,11,2021,"J Hosp Infect","aheadofprint",NA,"eng",2021-11-22,2021-11-22
"33","34846766",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"34","34845878",1,11,2021,20,7,2021,"J Korean Med Sci","epublish",NA,"eng",2021-11-01,2021-07-20
"35","34845877",1,11,2021,23,7,2021,"J Korean Med Sci","epublish",NA,"eng",2021-11-01,2021-07-23
"36","34845875",26,10,2021,10,8,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-26,2021-08-10
"37","34845754",28,11,2021,15,7,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-28,2021-07-15
"38","34845745",28,11,2021,23,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-28,2021-09-23
"39","34845731",NA,NA,NA,NA,NA,NA,"J Med Virol","aheadofprint",NA,"eng",NA,NA
"40","34845730",28,11,2021,7,10,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-28,2021-10-07
"41","34843956",22,11,2021,9,9,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-22,2021-09-09
"42","34843955",22,11,2021,16,8,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-22,2021-08-16
"43","34843810",23,11,2021,22,11,2021,"J Infect","aheadofprint",NA,"eng",2021-11-23,2021-11-22
"44","34843666",13,9,2021,4,6,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-09-13,2021-06-04
"45","34843664",1,11,2021,1,11,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-11-01,2021-11-01
"46","34843662",8,10,2021,13,8,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-10-08,2021-08-13
"47","34838959",20,11,2021,17,9,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-20,2021-09-17
"48","34838881",18,11,2021,30,8,2020,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-18,2020-08-30
"49","34838687",16,11,2021,20,8,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-16,2021-08-20
"50","34838594",22,11,2021,12,10,2021,"J Infect","aheadofprint",NA,"eng",2021-11-22,2021-10-12
"51","34838229",NA,NA,NA,NA,NA,NA,"Lancet Infect Dis","ppublish",NA,"eng",NA,NA
"52","34838222",25,10,2021,6,10,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-10-25,2021-10-06
"53","34838220",25,10,2021,6,10,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-10-25,2021-10-06
"54","34838219",22,10,2021,8,10,2021,"Lancet Infect Dis","ppublish",NA,"eng",2021-10-22,2021-10-08
"55","34838184",22,10,2021,21,10,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-10-22,2021-10-21
"56","34838183",14,10,2021,9,9,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-10-14,2021-09-09
"57","34838176",11,10,2021,6,10,2021,"Lancet","ppublish",NA,"eng",2021-10-11,2021-10-06
"58","34838174",19,10,2021,14,10,2021,"Lancet","ppublish",NA,"eng",2021-10-19,2021-10-14
"59","34838173",11,10,2021,1,9,2021,"Lancet","ppublish",NA,"eng",2021-10-11,2021-09-01
"60","34838171",19,10,2021,8,7,2021,"Lancet","ppublish",NA,"eng",2021-10-19,2021-07-08
"61","34838167",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"62","34838161",7,10,2021,22,7,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-10-07,2021-07-22
"63","34837230",23,11,2021,29,5,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-23,2021-05-29
"64","34830740",18,11,2021,14,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-14
"65","34830738",18,11,2021,3,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-18,2021-10-03
"66","34830728",17,11,2021,8,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-08
"67","34830721",19,11,2021,27,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-19,2021-09-27
"68","34830716",19,11,2021,4,11,2021,"J Clin Med","epublish",NA,"eng",2021-11-19,2021-11-04
"69","34830715",17,11,2021,11,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-11
"70","34830714",16,11,2021,27,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-10-27
"71","34830691",15,11,2021,8,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-08
"72","34830677",17,11,2021,18,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-17,2021-10-18
"73","34830674",16,11,2021,30,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-16,2021-09-30
"74","34830660",15,11,2021,18,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-15,2021-10-18
"75","34830648",12,11,2021,18,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-10-18
"76","34830644",8,11,2021,18,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-08,2021-10-18
"77","34830627",13,11,2021,28,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-13,2021-10-28
"78","34830623",9,11,2021,16,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-09,2021-09-16
"79","34830620",12,11,2021,6,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-10-06
"80","34830614",12,11,2021,17,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-10-17
"81","34830592",9,11,2021,28,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-09,2021-09-28
"82","34830588",12,11,2021,14,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-10-14
"83","34830580",14,11,2021,15,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-14,2021-10-15
"84","34830579",12,11,2021,9,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-09-09
"85","34830573",10,11,2021,25,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-10,2021-10-25
"86","34830569",12,11,2021,25,8,2021,"J Clin Med","epublish",NA,"eng",2021-11-12,2021-08-25
"87","34830554",11,11,2021,6,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-11,2021-10-06
"88","34830550",9,11,2021,28,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-09,2021-09-28
"89","34830534",8,11,2021,1,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-08,2021-10-01
"90","34830532",8,11,2021,28,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-08,2021-10-28
"91","34830530",9,11,2021,18,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-09,2021-10-18
"92","34830522",8,11,2021,11,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-08,2021-10-11
"93","34830521",9,11,2021,14,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-09,2021-10-14
"94","34830516",8,11,2021,1,11,2021,"J Clin Med","epublish",NA,"eng",2021-11-08,2021-11-01
"95","34830507",4,11,2021,15,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-04,2021-09-15
"96","34830506",8,11,2021,22,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-08,2021-10-22
"97","34830505",5,11,2021,16,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-05,2021-10-16
"98","34830495",3,11,2021,28,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-03,2021-10-28
"99","34826538",8,11,2021,17,9,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-08,2021-09-17
"100","34826383",15,10,2021,17,8,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-10-15,2021-08-17
"101","34826382",28,10,2021,28,10,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-10-28,2021-10-28
"102","34826381",11,10,2021,31,8,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-10-11,2021-08-31
"103","34826380",22,10,2021,21,10,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-10-22,2021-10-21
"104","34825717",24,11,2021,20,10,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-24,2021-10-20
"105","34825708",24,11,2021,25,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-24,2021-09-25
"106","34822976",15,11,2021,4,8,2021,"Travel Med Infect Dis","ppublish",NA,"eng",2021-11-15,2021-08-04
"107","34821387",23,11,2021,17,7,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-23,2021-07-17
"108","34821383",23,11,2021,19,10,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-23,2021-10-19
"109","34821382",19,11,2021,17,6,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-19,2021-06-17
"110","34813820",16,11,2021,29,10,2021,"J Infect","aheadofprint",NA,"eng",2021-11-16,2021-10-29
"111","34812530",21,11,2021,29,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-21,2021-09-29
"112","34812522",19,11,2021,28,10,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-19,2021-10-28
"113","34811980",18,10,2021,26,7,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-18,2021-07-26
"114","34811978",21,10,2021,27,7,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-21,2021-07-27
"115","34811976",21,10,2021,2,9,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-21,2021-09-02
"116","34811761",19,11,2021,9,7,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-19,2021-07-09
"117","34811754",21,11,2021,2,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-21,2021-09-02
"118","34811753",19,11,2021,26,8,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-19,2021-08-26
"119","34808312",7,11,2021,30,7,2021,"J Hosp Infect","aheadofprint",NA,"eng",2021-11-07,2021-07-30
"120","34808311",7,11,2021,27,9,2021,"J Hosp Infect","aheadofprint",NA,"eng",2021-11-07,2021-09-27
"121","34808243",16,11,2021,5,11,2021,"J Infect","aheadofprint",NA,"eng",2021-11-16,2021-11-05
"122","34808242",16,11,2021,30,10,2021,"J Infect","aheadofprint",NA,"eng",2021-11-16,2021-10-30
"123","34801738",14,11,2021,21,10,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-14,2021-10-21
"124","34801635",12,11,2021,22,6,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-12,2021-06-22
"125","34801633",27,9,2021,25,5,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-09-27,2021-05-25
"126","34801527",16,11,2021,15,11,2021,"J Infect","aheadofprint",NA,"eng",2021-11-16,2021-11-15
"127","34801103",12,10,2021,13,9,2021,"Lancet","ppublish",NA,"eng",2021-10-12,2021-09-13
"128","34801102",12,10,2021,7,10,2021,"Lancet","ppublish",NA,"eng",2021-10-12,2021-10-07
"129","34801101",5,10,2021,27,9,2021,"Lancet","ppublish",NA,"eng",2021-10-05,2021-09-27
"130","34801100",12,10,2021,9,9,2021,"Lancet","ppublish",NA,"eng",2021-10-12,2021-09-09
"131","34801094",NA,NA,NA,NA,NA,NA,"Lancet","ppublish",NA,"eng",NA,NA
"132","34800690",10,11,2021,21,9,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-10,2021-09-21
"133","34800689",12,11,2021,25,10,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-12,2021-10-25
"134","34800688",12,11,2021,9,10,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-12,2021-10-09
"135","34800687",5,11,2021,12,9,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-05,2021-09-12
"136","34800612",7,11,2021,3,11,2021,"J Hosp Infect","aheadofprint",NA,"eng",2021-11-07,2021-11-03
"137","34800601",5,11,2021,2,11,2021,"J Am Acad Dermatol","aheadofprint",NA,"eng",2021-11-05,2021-11-02
"138","34800579",13,11,2021,11,11,2021,"J Infect","aheadofprint",NA,"eng",2021-11-13,2021-11-11
"139","34800427",5,8,2021,7,6,2021,"Lancet","aheadofprint",NA,"eng",2021-08-05,2021-06-07
"140","34800425",6,8,2021,2,8,2021,"Lancet","aheadofprint",NA,"eng",2021-08-06,2021-08-02
"141","34800365",24,9,2021,20,9,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-09-24,2021-09-20
"142","34800364",25,8,2021,18,6,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-08-25,2021-06-18
"143","34800305",18,11,2021,13,8,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-18,2021-08-13
"144","34796525",17,11,2021,17,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-17,2021-09-17
"145","34793959",NA,NA,NA,NA,NA,NA,"Travel Med Infect Dis","ppublish",NA,"eng",NA,NA
"146","34793741",16,9,2021,1,7,2021,"Lancet","aheadofprint",NA,"eng",2021-09-16,2021-07-01
"147","34786737",15,11,2021,21,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-15,2021-09-21
"148","34786736",15,11,2021,10,7,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-15,2021-07-10
"149","34786733",13,11,2021,20,10,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-13,2021-10-20
"150","34785375",11,11,2021,10,10,2021,"Travel Med Infect Dis","ppublish",NA,"eng",2021-11-11,2021-10-10
"151","34785374",8,11,2021,20,10,2021,"Travel Med Infect Dis","ppublish",NA,"eng",2021-11-08,2021-10-20
"152","34785367",9,11,2021,9,11,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-09,2021-11-09
"153","34785268",9,11,2021,5,8,2021,"J Infect","aheadofprint",NA,"eng",2021-11-09,2021-08-05
"154","34785267",10,11,2021,28,10,2021,"J Infect","aheadofprint",NA,"eng",2021-11-10,2021-10-28
"155","34783218",17,10,2021,29,6,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-17,2021-06-29
"156","34783217",21,10,2021,25,6,2021,"J Korean Med Sci","epublish",NA,"eng",2021-10-21,2021-06-25
"157","34783055",14,11,2021,2,10,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-14,2021-10-02
"158","34783052",14,11,2021,31,10,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-14,2021-10-31
"159","34783049",14,11,2021,6,7,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-14,2021-07-06
"160","34781004",9,11,2021,26,3,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-09,2021-03-26
"161","34780809",6,11,2021,7,8,2021,"J Hosp Infect","aheadofprint",NA,"eng",2021-11-06,2021-08-07
"162","34774758",5,11,2021,15,10,2021,"Travel Med Infect Dis","ppublish",NA,"eng",2021-11-05,2021-10-15
"163","34774197",14,10,2021,24,9,2021,"Lancet","aheadofprint",NA,"eng",2021-10-14,2021-09-24
"164","34774196",25,8,2021,24,6,2021,"Lancet","aheadofprint",NA,"eng",2021-08-25,2021-06-24
"165","34774194",31,8,2021,24,8,2021,"Lancet","aheadofprint",NA,"eng",2021-08-31,2021-08-24
"166","34774188",16,9,2021,22,7,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-09-16,2021-07-22
"167","34774187",NA,NA,NA,NA,NA,NA,"Lancet Respir Med","ppublish",NA,"eng",NA,NA
"168","34774186",28,9,2021,23,9,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-09-28,2021-09-23
"169","34774185",13,9,2021,23,7,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-09-13,2021-07-23
"170","34774146",5,10,2021,16,8,2021,"Lancet","ppublish",NA,"eng",2021-10-05,2021-08-16
"171","34774143",11,10,2021,13,8,2021,"Lancet","ppublish",NA,"eng",2021-10-11,2021-08-13
"172","34774142",11,10,2021,1,10,2021,"Lancet","ppublish",NA,"eng",2021-10-11,2021-10-01
"173","34772636",20,10,2021,21,6,2021,"J Microbiol Immunol Infect","aheadofprint",NA,"eng",2021-10-20,2021-06-21
"174","34768725",5,11,2021,20,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-05,2021-10-20
"175","34768724",4,11,2021,28,7,2021,"J Clin Med","epublish",NA,"eng",2021-11-04,2021-07-28
"176","34768721",3,11,2021,3,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-03,2021-09-03
"177","34768719",5,11,2021,20,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-05,2021-09-20
"178","34768689",2,11,2021,20,9,2021,"J Clin Med","epublish",NA,"eng",2021-11-02,2021-09-20
"179","34768682",28,10,2021,1,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-28,2021-09-01
"180","34768680",2,11,2021,10,10,2021,"J Clin Med","epublish",NA,"eng",2021-11-02,2021-10-10
"181","34768655",29,10,2021,22,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-29,2021-09-22
"182","34768653",29,10,2021,21,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-29,2021-09-21
"183","34768648",29,10,2021,20,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-29,2021-09-20
"184","34768645",27,10,2021,21,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-27,2021-09-21
"185","34768631",27,10,2021,1,10,2021,"J Clin Med","epublish",NA,"eng",2021-10-27,2021-10-01
"186","34768630",28,10,2021,3,10,2021,"J Clin Med","epublish",NA,"eng",2021-10-28,2021-10-03
"187","34768621",28,10,2021,14,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-28,2021-09-14
"188","34768620",27,10,2021,16,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-27,2021-08-16
"189","34768611",26,10,2021,2,10,2021,"J Clin Med","epublish",NA,"eng",2021-10-26,2021-10-02
"190","34768581",27,10,2021,6,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-27,2021-09-06
"191","34768580",25,10,2021,26,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-25,2021-09-26
"192","34768572",27,10,2021,19,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-27,2021-08-19
"193","34768568",22,10,2021,7,10,2021,"J Clin Med","epublish",NA,"eng",2021-10-22,2021-10-07
"194","34768555",27,10,2021,25,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-27,2021-08-25
"195","34768496",24,10,2021,27,7,2021,"J Clin Med","epublish",NA,"eng",2021-10-24,2021-07-27
"196","34768494",22,10,2021,26,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-22,2021-09-26
"197","34768490",24,10,2021,8,10,2021,"J Clin Med","epublish",NA,"eng",2021-10-24,2021-10-08
"198","34768484",20,10,2021,31,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-20,2021-08-31
"199","34768475",25,10,2021,17,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-25,2021-09-17
"200","34768473",22,10,2021,28,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-22,2021-09-28
"201","34768462",25,10,2021,19,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-25,2021-09-19
"202","34768455",23,10,2021,26,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-23,2021-08-26
"203","34768445",13,10,2021,25,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-13,2021-08-25
"204","34768436",22,10,2021,2,10,2021,"J Clin Med","epublish",NA,"eng",2021-10-22,2021-10-02
"205","34768433",22,10,2021,10,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-22,2021-09-10
"206","34768425",21,10,2021,9,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-21,2021-09-09
"207","34768416",16,10,2021,9,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-16,2021-09-09
"208","34768414",19,10,2021,28,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-19,2021-09-28
"209","34768396",20,10,2021,2,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-20,2021-09-02
"210","34768390",20,10,2021,17,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-20,2021-09-17
"211","34768383",20,10,2021,19,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-20,2021-09-19
"212","34768381",19,10,2021,8,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-19,2021-09-08
"213","34768369",18,10,2021,9,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-18,2021-09-09
"214","34768359",19,10,2021,8,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-19,2021-09-08
"215","34768357",18,10,2021,27,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-18,2021-08-27
"216","34768356",19,10,2021,6,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-19,2021-09-06
"217","34768352",19,10,2021,15,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-19,2021-09-15
"218","34768339",17,10,2021,24,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-17,2021-08-24
"219","34768337",16,10,2021,13,9,2021,"J Clin Med","epublish",NA,"eng",2021-10-16,2021-09-13
"220","34768321",16,10,2021,23,8,2021,"J Clin Med","epublish",NA,"eng",2021-10-16,2021-08-23
"221","34767983",5,11,2021,4,10,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-05,2021-10-04
"222","34767909",8,11,2021,28,10,2021,"Travel Med Infect Dis","ppublish",NA,"eng",2021-11-08,2021-10-28
"223","34767837",7,11,2021,19,9,2021,"J Infect","aheadofprint",NA,"eng",2021-11-07,2021-09-19
"224","34767767",7,9,2021,29,4,2021,"Lancet Respir Med","aheadofprint",NA,"eng",2021-09-07,2021-04-29
"225","34766661",10,11,2021,2,8,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-10,2021-08-02
"226","34766651",10,11,2021,2,11,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-10,2021-11-02
"227","34766646",10,11,2021,14,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-10,2021-09-14
"228","34763068",26,10,2021,2,9,2020,"Travel Med Infect Dis","ppublish",NA,"eng",2021-10-26,2020-09-02
"229","34762857",17,8,2021,6,4,2021,"Lancet","ppublish",NA,"eng",2021-08-17,2021-04-06
"230","34762853",13,10,2021,22,6,2021,"Lancet Infect Dis","aheadofprint",NA,"eng",2021-10-13,2021-06-22
"231","34761827",9,11,2021,14,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-09,2021-09-14
"232","34761824",9,11,2021,25,9,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-09,2021-09-25
"233","34758392",2,11,2021,25,9,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-02,2021-09-25
"234","34758391",2,11,2021,8,10,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-11-02,2021-10-08
"235","34757638",8,11,2021,21,7,2021,"J Med Virol","aheadofprint",NA,"eng",2021-11-08,2021-07-21
"236","34757202",21,10,2021,21,6,2021,"Int J Infect Dis","ppublish",NA,"eng",2021-10-21,2021-06-21
"237","34757201",26,10,2021,24,6,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-10-26,2021-06-24
"238","34757200",27,10,2021,13,7,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-10-27,2021-07-13
"239","34757137",26,10,2021,24,9,2021,"J Infect","aheadofprint",NA,"eng",2021-10-26,2021-09-24
"240","34757008",19,10,2021,20,8,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-10-19,2021-08-20
"241","34757007",21,10,2021,3,10,2021,"Int J Infect Dis","ppublish",NA,"eng",2021-10-21,2021-10-03
"242","34757006",22,10,2021,19,9,2021,"Int J Infect Dis","aheadofprint",NA,"eng",2021-10-22,2021-09-19
"243","34756867",18,10,2020,7,7,2020,"J Hosp Infect","aheadofprint",NA,"eng",2020-10-18,2020-07-07
"244","34756843",18,10,2020,25,8,2020,"J Hosp Infect","aheadofprint",NA,"eng",2020-10-18,2020-08-25
"245","34756671",27,9,2021,30,4,2021,"J Microbiol Immunol Infect","aheadofprint",NA,"eng",2021-09-27,2021-04-30
