"","PMID","DayAccepted","MonthAccepted","YearAccepted","DayReceived","MonthReceived","YearReceived","Journal","PublicationStatus","Country","Language","YMD_Accepted","YMD_Received"
"44","32275753",1,4,2020,24,3,2020,"QJM : monthly journal of the Association of Physicians","aheadofprint","England","eng",2020-04-01,2020-03-24
"45","32275742",NA,NA,NA,NA,NA,NA,"American journal of clinical pathology","aheadofprint","England","eng",NA,NA
"46","32275740",3,4,2020,27,3,2020,"Blood","aheadofprint","United States","eng",2020-04-03,2020-03-27
"47","32275667",NA,NA,NA,NA,NA,NA,"PLoS neglected tropical diseases","epublish","United States","eng",NA,NA
"48","32275643",28,3,2020,29,2,2020,"Aging","aheadofprint","United States","eng",2020-03-28,2020-02-29
"49","32275498",NA,NA,NA,NA,NA,NA,"Emerging infectious diseases","aheadofprint","United States","eng",NA,NA
"50","32275497",NA,NA,NA,NA,NA,NA,"Emerging infectious diseases","aheadofprint","United States","eng",NA,NA
"51","32275485",NA,NA,NA,NA,NA,NA,"Telemedicine journal and e-health : the official journal of the American Telemedicine Association","aheadofprint","United States","eng",NA,NA
"52","32275463",NA,NA,NA,NA,NA,NA,"Surgical infections","aheadofprint","United States","eng",NA,NA
"53","32275452",NA,NA,NA,NA,NA,NA,"American journal of respiratory and critical care medicine","aheadofprint","United States","eng",NA,NA
"54","32275347",7,4,2020,6,4,2020,"European journal of heart failure","aheadofprint","England","eng",2020-04-07,2020-04-06
"55","32275309",NA,NA,NA,NA,NA,NA,"Laboratory medicine","aheadofprint","England","eng",NA,NA
"56","32275299",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"57","32275296",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"58","32275295",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"59","32275294",NA,NA,NA,NA,NA,NA,"JAMA oncology","aheadofprint","United States","eng",NA,NA
"60","32275293",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"61","32275292",NA,NA,NA,NA,NA,NA,"JAMA internal medicine","aheadofprint","United States","eng",NA,NA
"62","32275291",NA,NA,NA,NA,NA,NA,"JAMA neurology","aheadofprint","United States","eng",NA,NA
"63","32275290",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"64","32275288",NA,NA,NA,NA,NA,NA,"JAMA neurology","aheadofprint","United States","eng",NA,NA
"65","32275287",NA,NA,NA,8,4,2020,"Acta bio-medica : Atenei Parmensis","epublish","Italy","eng",NA,2020-04-08
"66","32275264",24,3,2020,19,3,2020,"Acta bio-medica : Atenei Parmensis","epublish","Italy","eng",2020-03-24,2020-03-19
"67","32275261",NA,NA,NA,7,4,2020,"Acta bio-medica : Atenei Parmensis","epublish","Italy","eng",NA,2020-04-07
"68","32275260",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"69","32275259",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"70","32275258",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"71","32275257",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"72","32275256",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"73","32275255",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"74","32275254",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"75","32275253",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"76","32275190",NA,NA,NA,NA,NA,NA,"Hypertension (Dallas, Tex. : 1979)","aheadofprint","United States","eng",NA,NA
"77","32275181",NA,NA,NA,NA,NA,NA,"Infectious diseases (London, England)","aheadofprint","England","eng",NA,NA
"78","32275178",NA,NA,NA,NA,NA,NA,"Physiological genomics","aheadofprint","United States","eng",NA,NA
"79","32275128",NA,NA,NA,NA,NA,NA,"Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences","ppublish","China","chi",NA,NA
"80","32275124",30,3,2020,25,3,2020,"Cytometry. Part A : the journal of the International Society for Analytical Cytology","aheadofprint","United States","eng",2020-03-30,2020-03-25
"81","32275090",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"82","32275082",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"83","32275081",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"84","32275079",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"85","32275075",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"86","32275074",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"87","32275073",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"88","32275072",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"89","32274988",NA,NA,NA,NA,NA,NA,"The American journal of tropical medicine and hygiene","aheadofprint","United States","eng",NA,NA
"90","32274985",NA,NA,NA,NA,NA,NA,"The American journal of tropical medicine and hygiene","aheadofprint","United States","eng",NA,NA
"91","32274964",NA,NA,NA,NA,NA,NA,"Journal of biomolecular structure &amp; dynamics","aheadofprint","England","eng",NA,NA
"92","32274917",NA,NA,NA,NA,NA,NA,"Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","aheadofprint","China","chi",NA,NA
"93","32274879",NA,NA,NA,NA,NA,NA,"BJU international","aheadofprint","England","eng",NA,NA
"94","32274872",5,4,2020,5,4,2020,"ANZ journal of surgery","aheadofprint","Australia","eng",2020-04-05,2020-04-05
"95","32274842",2,4,2020,30,3,2020,"ANZ journal of surgery","aheadofprint","Australia","eng",2020-04-02,2020-03-30
"96","32274794",NA,NA,NA,NA,NA,NA,"Artificial organs","aheadofprint","United States","eng",NA,NA
"97","32274787",NA,NA,NA,NA,NA,NA,"Deutsche medizinische Wochenschrift (1946)","aheadofprint","Germany","ger",NA,NA
"98","32274774",NA,NA,NA,NA,NA,NA,"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS","ppublish","Germany","ger",NA,NA
"99","32274773",NA,NA,NA,NA,NA,NA,"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS","ppublish","Germany","ger",NA,NA
"100","32274772",NA,NA,NA,NA,NA,NA,"American journal of perinatology","aheadofprint","United States","eng",NA,NA
"101","32274771",NA,NA,NA,NA,NA,NA,"American journal of perinatology","aheadofprint","United States","eng",NA,NA
"102","32274649",28,3,2020,17,3,2020,"Infection","aheadofprint","Germany","eng",2020-03-28,2020-03-17
"103","32274630",7,4,2020,3,4,2020,"Journal of neuro-oncology","aheadofprint","United States","eng",2020-04-07,2020-04-03
"104","32274617",27,3,2020,26,3,2020,"GeroScience","aheadofprint","Switzerland","eng",2020-03-27,2020-03-26
"105","32274570",30,3,2020,21,3,2020,"Basic research in cardiology","epublish","Germany","eng",2020-03-30,2020-03-21
"106","32274522",NA,NA,NA,NA,NA,NA,"Herz","aheadofprint","Germany","eng",NA,NA
"107","32274425",22,3,2020,20,3,2020,"Clinical and translational radiation oncology","epublish","Ireland","eng",2020-03-22,2020-03-20
"108","32274354",NA,NA,NA,NA,NA,NA,"Germs","epublish","Romania","eng",NA,NA
"109","32274342",17,3,2020,8,3,2020,"Journal of clinical and translational hepatology","ppublish","China","eng",2020-03-17,2020-03-08
"110","32274341",15,3,2020,9,3,2020,"Journal of clinical and translational hepatology","ppublish","China","eng",2020-03-15,2020-03-09
"111","32274081",NA,NA,NA,NA,NA,NA,"Journal of thoracic disease","ppublish","China","eng",NA,NA
"112","32273622",NA,NA,NA,NA,NA,NA,"Nature","aheadofprint","England","eng",NA,NA
"113","32273621",NA,NA,NA,NA,NA,NA,"Nature","aheadofprint","England","eng",NA,NA
"114","32273619",NA,NA,NA,NA,NA,NA,"Nature","aheadofprint","England","eng",NA,NA
"115","32273618",NA,NA,NA,NA,NA,NA,"Nature","aheadofprint","England","eng",NA,NA
"116","32273611",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"117","32273610",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"118","32273607",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"119","32273606",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"120","32273605",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"121","32273604",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"122","32273594",NA,NA,NA,NA,NA,NA,"Nature reviews. Immunology","aheadofprint","England","eng",NA,NA
"123","32273593",NA,NA,NA,NA,NA,NA,"Nature reviews. Nephrology","aheadofprint","England","eng",NA,NA
"124","32273591",NA,NA,NA,NA,NA,NA,"Nature reviews. Drug discovery","aheadofprint","England","eng",NA,NA
"125","32273583",NA,NA,NA,NA,NA,NA,"Nature human behaviour","aheadofprint","England","eng",NA,NA
"126","32273490",NA,NA,NA,NA,NA,NA,"Indian pediatrics","aheadofprint","India","eng",NA,NA
"127","32273489",NA,NA,NA,NA,NA,NA,"Indian pediatrics","aheadofprint","India","eng",NA,NA
"128","32273488",NA,NA,NA,NA,NA,NA,"Indian pediatrics","aheadofprint","India","eng",NA,NA
"129","32273441",NA,NA,NA,NA,NA,NA,"Science (New York, N.Y.)","ppublish","United States","eng",NA,NA
"130","32273382",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"131","32273336",NA,NA,NA,NA,NA,NA,"Thorax","aheadofprint","England","eng",NA,NA
"132","32273335",NA,NA,NA,NA,NA,NA,"Thorax","aheadofprint","England","eng",NA,NA
"133","32273299",1,4,2020,NA,NA,NA,"Emergency medicine journal : EMJ","aheadofprint","England","eng",2020-04-01,NA
"134","32273292",27,3,2020,26,3,2020,"Gut","aheadofprint","England","eng",2020-03-27,2020-03-26
"135","32273285",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"136","32273284",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"137","32273283",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"138","32273278",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"139","32273267",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"140","32273263",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"141","32273262",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"142","32273254",26,3,2020,26,3,2020,"Research in social &amp; administrative pharmacy : RSAP","aheadofprint","United States","eng",2020-03-26,2020-03-26
"143","32273253",31,3,2020,31,3,2020,"Research in social &amp; administrative pharmacy : RSAP","aheadofprint","United States","eng",2020-03-31,2020-03-31
"144","32273247",30,3,2020,21,3,2020,"Journal of geriatric oncology","aheadofprint","Netherlands","eng",2020-03-30,2020-03-21
"145","32273245",29,3,2020,26,3,2020,"Contact lens &amp; anterior eye : the journal of the British Contact Lens Association","aheadofprint","England","eng",2020-03-29,2020-03-26
"146","32273181",23,3,2020,18,3,2020,"European urology","aheadofprint","Switzerland","eng",2020-03-23,2020-03-18
"147","32273180",25,3,2020,23,3,2020,"European urology","aheadofprint","Switzerland","eng",2020-03-25,2020-03-23
"148","32273156",NA,NA,NA,NA,NA,NA,"Journal of endodontics","aheadofprint","United States","eng",NA,NA
"149","32273143",NA,NA,NA,NA,NA,NA,"Journal of pediatric nursing","aheadofprint","United States","eng",NA,NA
"150","32273142",29,3,2020,24,3,2020,"The American journal of emergency medicine","aheadofprint","United States","eng",2020-03-29,2020-03-24
"151","32273141",29,3,2020,25,3,2020,"The American journal of emergency medicine","aheadofprint","United States","eng",2020-03-29,2020-03-25
"152","32273135",23,3,2020,20,3,2020,"Academic radiology","aheadofprint","United States","eng",2020-03-23,2020-03-20
"153","32273134",26,3,2020,26,3,2020,"Academic radiology","aheadofprint","United States","eng",2020-03-26,2020-03-26
"154","32272957",23,3,2020,16,3,2020,"World journal of emergency surgery : WJES","epublish","England","eng",2020-03-23,2020-03-16
"155","32272857",NA,NA,NA,NA,NA,NA,"Tissue engineering. Part A","aheadofprint","United States","eng",NA,NA
"156","32272630",3,4,2020,10,3,2020,"Tropical medicine and infectious disease","epublish","Switzerland","eng",2020-04-03,2020-03-10
"157","32272550",4,4,2020,3,4,2020,"Viruses","epublish","Switzerland","eng",2020-04-04,2020-04-03
"158","32272522",9,4,2020,7,4,2020,"Salud publica de Mexico","aheadofprint","Mexico","spa",2020-04-09,2020-04-07
"159","32272481",1,4,2020,9,2,2020,"Nature","aheadofprint","England","eng",2020-04-01,2020-02-09
"160","32272480",30,3,2020,21,3,2020,"Psychotherapy and psychosomatics","aheadofprint","Switzerland","eng",2020-03-30,2020-03-21
"161","32272473",3,4,2020,2,4,2020,"Hormone research in paediatrics","aheadofprint","Switzerland","eng",2020-04-03,2020-04-02
"162","32272396",27,3,2020,25,3,2020,"International immunopharmacology","aheadofprint","Netherlands","eng",2020-03-27,2020-03-25
"163","32272394",24,3,2020,20,3,2020,"Nurse education in practice","aheadofprint","Scotland","eng",2020-03-24,2020-03-20
"164","32272283",31,3,2020,31,3,2020,"The journal of allergy and clinical immunology. In practice","aheadofprint","United States","eng",2020-03-31,2020-03-31
"165","32272262",1,4,2020,26,2,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-04-01,2020-02-26
"166","32272199",27,3,2020,17,3,2020,"Travel medicine and infectious disease","aheadofprint","Netherlands","eng",2020-03-27,2020-03-17
"167","32272198",2,4,2020,28,3,2020,"Travel medicine and infectious disease","aheadofprint","Netherlands","eng",2020-04-02,2020-03-28
"168","32272197",30,3,2020,25,3,2020,"Travel medicine and infectious disease","aheadofprint","Netherlands","eng",2020-03-30,2020-03-25
"169","32272191",31,3,2020,25,3,2020,"Diabetes research and clinical practice","aheadofprint","Ireland","eng",2020-03-31,2020-03-25
"170","32272173",5,4,2020,14,3,2020,"Antiviral research","aheadofprint","Netherlands","eng",2020-04-05,2020-03-14
"171","32272172",30,3,2020,24,3,2020,"Contemporary clinical trials","aheadofprint","United States","eng",2020-03-30,2020-03-24
"172","32272142",4,4,2020,12,3,2020,"Journal of molecular and cellular cardiology","aheadofprint","England","eng",2020-04-04,2020-03-12
"173","32272120",17,3,2020,16,3,2020,"The Journal of infection","aheadofprint","England","eng",2020-03-17,2020-03-16
"174","32272113",NA,NA,NA,1,4,2020,"Gastroenterology","aheadofprint","United States","eng",NA,2020-04-01
"175","32272089",24,3,2020,14,3,2020,"The Lancet. Child &amp; adolescent health","aheadofprint","England","eng",2020-03-24,2020-03-14
"176","32272085",30,3,2020,25,3,2020,"The Lancet. Public health","aheadofprint","England","eng",2020-03-30,2020-03-25
"177","32272084",1,4,2020,31,3,2020,"The lancet. HIV","aheadofprint","Netherlands","eng",2020-04-01,2020-03-31
"178","32272083",27,3,2020,25,3,2020,"The Lancet. Global health","aheadofprint","England","eng",2020-03-27,2020-03-25
"179","32272081",30,3,2020,30,3,2020,"The Lancet. Respiratory medicine","aheadofprint","England","eng",2020-03-30,2020-03-30
"180","32272080",23,3,2020,8,3,2020,"The Lancet. Respiratory medicine","aheadofprint","England","eng",2020-03-23,2020-03-08
"181","32272008",8,4,2020,29,2,2020,"Clinical and experimental pediatrics","aheadofprint","Korea (South)","eng",2020-04-08,2020-02-29
"182","32272003",NA,NA,NA,NA,NA,NA,"The New England journal of medicine","aheadofprint","United States","eng",NA,NA
"183","32272002",NA,NA,NA,NA,NA,NA,"The New England journal of medicine","aheadofprint","United States","eng",NA,NA
"184","32271993",NA,NA,NA,NA,NA,NA,"Obesity (Silver Spring, Md.)","aheadofprint","United States","eng",NA,NA
"185","32271988",NA,NA,NA,NA,NA,NA,"Journal of thrombosis and haemostasis : JTH","aheadofprint","England","eng",NA,NA
"186","32271978",27,3,2020,26,3,2020,"Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology","aheadofprint","United States","eng",2020-03-27,2020-03-26
"187","32271947",NA,NA,NA,NA,NA,NA,"International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics","aheadofprint","United States","eng",NA,NA
"188","32271942",NA,NA,NA,NA,NA,NA,"Anaesthesia","aheadofprint","England","eng",NA,NA
"189","32271935",NA,NA,NA,NA,NA,NA,"Swiss medical weekly","epublish","Switzerland","eng",NA,NA
"190","32271914",NA,NA,NA,NA,NA,NA,"Interactive cardiovascular and thoracic surgery","aheadofprint","England","eng",NA,NA
"191","32271871",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"192","32271869",NA,NA,NA,NA,NA,NA,"Annals of internal medicine","aheadofprint","United States","eng",NA,NA
"193","32271867",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"194","32271865",NA,NA,NA,2,4,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-04-02
"195","32271861",NA,NA,NA,NA,NA,NA,"Annals of internal medicine","aheadofprint","United States","eng",NA,NA
"196","32271768",9,3,2020,17,12,2019,"PloS one","epublish","United States","eng",2020-03-09,2019-12-17
"197","32271745",NA,NA,NA,NA,NA,NA,"Acta otorhinolaryngologica Italica : organo ufficiale della Societa italiana di otorinolaringologia e chirurgia cervico-facciale","aheadofprint","Italy","eng",NA,NA
"198","32271728",NA,NA,NA,NA,NA,NA,"MMWR. Morbidity and mortality weekly report","epublish","United States","eng",NA,NA
"199","32271726",NA,NA,NA,NA,NA,NA,"MMWR. Morbidity and mortality weekly report","epublish","United States","eng",NA,NA
"200","32271724",NA,NA,NA,NA,NA,NA,"MMWR. Morbidity and mortality weekly report","epublish","United States","eng",NA,NA
"201","32271722",NA,NA,NA,NA,NA,NA,"MMWR. Morbidity and mortality weekly report","epublish","United States","eng",NA,NA
"202","32271653",NA,NA,NA,NA,NA,NA,"Journal of dental research","aheadofprint","United States","eng",NA,NA
"203","32271650",NA,NA,NA,NA,NA,NA,"Telemedicine journal and e-health : the official journal of the American Telemedicine Association","aheadofprint","United States","eng",NA,NA
"204","32271627",NA,NA,NA,NA,NA,NA,"Health affairs (Project Hope)","aheadofprint","United States","eng",NA,NA
"205","32271625",NA,NA,NA,NA,NA,NA,"Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine","aheadofprint","United States","eng",NA,NA
"206","32271624",NA,NA,NA,NA,NA,NA,"Circulation","aheadofprint","United States","eng",NA,NA
"207","32271616",NA,NA,NA,NA,NA,NA,"Circulation","aheadofprint","United States","eng",NA,NA
"208","32271609",NA,NA,NA,NA,NA,NA,"American journal of public health","aheadofprint","United States","eng",NA,NA
"209","32271607",22,3,2020,21,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-22,2020-03-21
"210","32271606",21,3,2020,10,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-10
"211","32271605",21,3,2020,10,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-10
"212","32271604",21,3,2020,3,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-03
"213","32271603",21,3,2020,18,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-18
"214","32271602",21,3,2020,16,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-16
"215","32271601",21,3,2020,3,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-03
"216","32271600",30,3,2020,20,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-30,2020-03-20
"217","32271599",21,3,2020,18,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-18
"218","32271598",20,3,2020,9,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-20,2020-03-09
"219","32271597",21,3,2020,16,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-16
"220","32271596",21,3,2020,20,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-20
"221","32271595",27,3,2020,25,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-27,2020-03-25
"222","32271594",21,3,2020,18,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-18
"223","32271593",29,3,2020,26,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-29,2020-03-26
"224","32271512",31,3,2020,26,3,2020,"International braz j urol : official journal of the Brazilian Society of Urology","aheadofprint","Brazil","eng",2020-03-31,2020-03-26
"225","32271511",NA,NA,NA,NA,NA,NA,"International braz j urol : official journal of the Brazilian Society of Urology","aheadofprint","Brazil","eng",NA,NA
"226","32271507",NA,NA,NA,NA,NA,NA,"The Journal of clinical psychiatry","epublish","United States","eng",NA,NA
"227","32271506",NA,NA,NA,NA,NA,NA,"The Journal of clinical psychiatry","epublish","United States","eng",NA,NA
"228","32271490",3,4,2020,1,4,2020,"International forum of allergy &amp; rhinology","aheadofprint","United States","eng",2020-04-03,2020-04-01
"229","32271462",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"230","32271461",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"231","32271460",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"232","32271459",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
