"","PMID","DayAccepted","MonthAccepted","YearAccepted","DayReceived","MonthReceived","YearReceived","Journal","PublicationStatus","Country","Language","YMD_Accepted","YMD_Received"
"81","32252326",31,3,2020,21,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-31,2020-02-21
"82","32252315",31,3,2020,4,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-31,2020-03-04
"83","32252305",31,3,2020,5,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-31,2020-03-05
"84","32252267",27,3,2020,21,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-27,2020-02-21
"85","32252260",27,3,2020,22,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-27,2020-02-22
"86","32252256",1,4,2020,17,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-04-01,2020-02-17
"87","32252255",19,3,2020,17,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-19,2020-02-17
"88","32252239",27,3,2020,2,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-27,2020-03-02
"89","32251804",18,3,2020,25,11,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-18,2019-11-25
"90","32251803",25,3,2020,13,12,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-25,2019-12-13
"91","32251802",25,3,2020,28,8,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-25,2019-08-28
"92","32251801",24,3,2020,23,2,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-24,2020-02-23
"93","32251800",25,3,2020,17,2,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-25,2020-02-17
"94","32251799",24,3,2020,3,3,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-24,2020-03-03
"95","32251797",23,3,2020,7,9,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-23,2019-09-07
"96","32251795",25,3,2020,22,1,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-25,2020-01-22
"97","32251793",20,3,2020,12,3,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-20,2020-03-12
"98","32251792",24,3,2020,23,12,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-24,2019-12-23
"99","32251687",18,3,2020,16,3,2020,"The Journal of infection","aheadofprint","England","eng",2020-03-18,2020-03-16
"100","32251641",2,1,2020,30,4,2019,"The Lancet. Infectious diseases","aheadofprint","United States","eng",2020-01-02,2019-04-30
"101","32251640",21,2,2020,5,2,2020,"The Lancet. Infectious diseases","aheadofprint","United States","eng",2020-02-21,2020-02-05
"102","32251627",25,3,2020,24,3,2020,"The Lancet. Public health","aheadofprint","England","eng",2020-03-25,2020-03-24
"103","32249955",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"104","32248964",10,2,2020,31,12,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-02-10,2019-12-31
"105","32247930",27,3,2020,27,2,2020,"Travel medicine and infectious disease","aheadofprint","Netherlands","eng",2020-03-27,2020-02-27
"106","32247929",27,3,2020,23,3,2020,"Travel medicine and infectious disease","aheadofprint","Netherlands","eng",2020-03-27,2020-03-23
"107","32247874",24,3,2020,25,2,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-24,2020-02-25
"108","32247873",25,3,2020,14,6,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-25,2019-06-14
"109","32247872",25,3,2020,3,2,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-25,2020-02-03
"110","32247825",8,3,2020,9,1,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-08,2020-01-09
"111","32247662",9,3,2020,27,9,2019,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","aheadofprint","England","eng",2020-03-09,2019-09-27
"112","32247399",21,1,2020,2,11,2019,"Lancet (London, England)","ppublish","England","eng",2020-01-21,2019-11-02
"113","32247398",21,1,2020,13,10,2019,"Lancet (London, England)","ppublish","England","eng",2020-01-21,2019-10-13
"114","32247397",24,1,2020,20,11,2019,"Lancet (London, England)","ppublish","England","eng",2020-01-24,2019-11-20
"115","32247396",28,11,2019,22,5,2019,"Lancet (London, England)","ppublish","England","eng",2019-11-28,2019-05-22
"116","32247395",18,2,2020,26,11,2019,"Lancet (London, England)","ppublish","England","eng",2020-02-18,2019-11-26
"117","32247394",17,1,2020,21,12,2019,"Lancet (London, England)","ppublish","England","eng",2020-01-17,2019-12-21
"118","32247393",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"119","32247392",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"120","32247391",17,1,2020,7,11,2019,"Lancet (London, England)","ppublish","England","eng",2020-01-17,2019-11-07
"121","32247390",17,1,2020,8,8,2019,"Lancet (London, England)","ppublish","England","eng",2020-01-17,2019-08-08
"122","32247389",3,1,2020,17,11,2019,"Lancet (London, England)","ppublish","England","eng",2020-01-03,2019-11-17
"123","32247388",12,9,2019,4,8,2019,"Lancet (London, England)","ppublish","England","eng",2019-09-12,2019-08-04
"124","32247387",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"125","32247386",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"126","32247385",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"127","32247380",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"128","32247321",31,3,2020,29,3,2020,"Lancet (London, England)","aheadofprint","England","eng",2020-03-31,2020-03-29
"129","32247052",4,3,2020,19,11,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-04,2019-11-19
"130","32247051",24,3,2020,27,2,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-24,2020-02-27
"131","32247015",26,3,2020,21,7,2018,"Travel medicine and infectious disease","aheadofprint","Netherlands","eng",2020-03-26,2018-07-21
"132","32246971",24,3,2020,25,11,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-24,2019-11-25
"133","32246970",25,3,2020,21,6,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-25,2019-06-21
"134","32246968",24,3,2020,4,12,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-24,2019-12-04
"135","32246967",24,3,2020,5,2,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-24,2020-02-05
"136","32246965",24,3,2020,9,12,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-24,2019-12-09
"137","32246964",24,3,2020,20,11,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-24,2019-11-20
"138","32246931",NA,NA,NA,NA,NA,NA,"The Lancet. Respiratory medicine","ppublish","England","eng",NA,NA
"139","32246930",9,3,2020,25,2,2020,"The Lancet. Respiratory medicine","ppublish","England","eng",2020-03-09,2020-02-25
"140","32246929",28,1,2020,14,1,2020,"The Lancet. Respiratory medicine","ppublish","England","eng",2020-01-28,2020-01-14
"141","32246928",NA,NA,NA,NA,NA,NA,"The Lancet. Respiratory medicine","ppublish","England","eng",NA,NA
"142","32246927",NA,NA,NA,NA,NA,NA,"The Lancet. Respiratory medicine","ppublish","England","eng",NA,NA
"143","32245725",11,3,2020,14,2,2020,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","aheadofprint","England","eng",2020-03-11,2020-02-14
"144","32245724",6,3,2020,3,8,2019,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","aheadofprint","England","eng",2020-03-06,2019-08-03
"145","32245256",18,3,2020,10,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-18,2020-03-10
"146","32245251",17,3,2020,14,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-17,2020-02-14
"147","32245209",19,3,2020,10,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-19,2020-02-10
"148","32245201",11,3,2020,3,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-11,2020-03-03
"149","32245196",19,3,2020,14,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-19,2020-02-14
"150","32245176",17,3,2020,24,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-17,2020-02-24
"151","32245169",20,3,2020,10,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-20,2020-02-10
"152","32245142",11,3,2020,6,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-11,2020-03-06
"153","32245139",17,3,2020,3,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-17,2020-02-03
"154","32245098",19,3,2020,8,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-19,2020-02-08
"155","32245069",16,3,2020,19,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-16,2020-02-19
"156","32245056",16,3,2020,21,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-16,2020-02-21
"157","32245055",17,3,2020,11,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-17,2020-02-11
"158","32245053",18,3,2020,21,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-18,2020-02-21
"159","32245051",18,3,2020,3,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-18,2020-03-03
"160","32245039",17,3,2020,6,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-17,2020-02-06
"161","32245024",17,3,2020,14,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-17,2020-02-14
"162","32245009",16,3,2020,23,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-16,2020-02-23
"163","32244990",19,3,2020,3,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-19,2020-03-03
"164","32244987",18,3,2020,20,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-18,2020-02-20
"165","32244983",19,3,2020,21,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-19,2020-02-21
"166","32244974",16,3,2020,2,1,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-16,2020-01-02
"167","32244972",11,3,2020,13,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-11,2020-02-13
"168","32244968",18,3,2020,17,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-18,2020-02-17
"169","32244966",18,3,2020,29,1,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-18,2020-01-29
"170","32244956",18,3,2020,18,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-18,2020-02-18
"171","32244926",18,3,2020,27,1,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-18,2020-01-27
"172","32244809",29,3,2020,4,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-29,2020-03-04
"173","32244792",30,3,2020,3,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-30,2020-03-03
"174","32244788",31,3,2020,26,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-31,2020-02-26
"175","32244784",28,3,2020,28,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-28,2020-02-28
"176","32244782",27,3,2020,28,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-27,2020-02-28
"177","32244742",1,4,2020,5,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-04-01,2020-03-05
"178","32244740",30,3,2020,29,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-30,2020-02-29
"179","32244737",31,3,2020,7,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-31,2020-03-07
"180","32244735",30,3,2020,29,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-30,2020-02-29
"181","32244659",30,3,2020,10,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-30,2020-03-10
"182","32244612",31,3,2020,19,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-31,2020-03-19
"183","32244596",30,3,2020,25,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-30,2020-02-25
"184","32244592",30,3,2020,18,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-30,2020-02-18
"185","32244591",30,3,2020,10,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-30,2020-02-10
"186","32244484",23,3,2020,18,2,2020,"Journal of clinical medicine","epublish","United States","eng",2020-03-23,2020-02-18
"187","32244483",30,3,2020,3,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-30,2020-03-03
"188","32244481",28,3,2020,9,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-28,2020-03-09
"189","32244426",26,3,2020,31,1,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-26,2020-01-31
"190","32244388",26,3,2020,6,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-26,2020-03-06
"191","32244370",24,3,2020,25,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-24,2020-02-25
"192","32244368",27,3,2020,2,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-27,2020-03-02
"193","32244361",28,3,2020,10,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-28,2020-03-10
"194","32244359",28,3,2020,28,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-28,2020-02-28
"195","32244354",27,3,2020,2,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-27,2020-03-02
"196","32244331",27,3,2020,6,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-27,2020-02-06
"197","32244308",29,3,2020,5,3,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-29,2020-03-05
"198","32244274",29,3,2020,14,2,2020,"Journal of clinical medicine","epublish","Switzerland","eng",2020-03-29,2020-02-14
"199","32244022",22,3,2020,1,1,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-22,2020-01-01
"200","32244020",23,3,2020,21,3,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-23,2020-03-21
"201","32244019",25,2,2020,13,2,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-02-25,2020-02-13
"202","32244018",24,3,2020,6,4,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-24,2019-04-06
"203","32244016",17,10,2019,29,8,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2019-10-17,2019-08-29
"204","32244015",21,3,2020,8,11,2018,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-21,2018-11-08
"205","32244014",19,3,2020,10,2,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-19,2020-02-10
"206","32244013",24,3,2020,15,1,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-24,2020-01-15
"207","32244012",21,3,2020,2,5,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-21,2019-05-02
"208","32244011",21,3,2020,10,3,2020,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2020-03-21,2020-03-10
"209","32243955",26,3,2020,22,12,2019,"The Journal of hospital infection","aheadofprint","England","eng",2020-03-26,2019-12-22
"210","32243954",24,3,2020,18,12,2019,"The Journal of hospital infection","aheadofprint","England","eng",2020-03-24,2019-12-18
"211","32243953",23,3,2020,6,1,2020,"The Journal of hospital infection","aheadofprint","England","eng",2020-03-23,2020-01-06
"212","32243952",23,3,2020,14,1,2020,"The Journal of hospital infection","aheadofprint","England","eng",2020-03-23,2020-01-14
"213","32243951",23,3,2020,20,3,2020,"The Journal of hospital infection","aheadofprint","England","eng",2020-03-23,2020-03-20
"214","32243948",23,3,2020,21,3,2020,"The Journal of hospital infection","aheadofprint","England","eng",2020-03-23,2020-03-21
"215","32243946",23,3,2020,11,12,2019,"The Journal of hospital infection","aheadofprint","England","eng",2020-03-23,2019-12-11
"216","32243917",25,3,2020,5,2,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-25,2020-02-05
"217","32243916",25,3,2020,19,2,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-25,2020-02-19
"218","32243915",20,3,2020,16,3,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-03-20,2020-03-16
"219","32243866",4,2,2020,4,2,2020,"The Lancet. Respiratory medicine","aheadofprint","England","eng",2020-02-04,2020-02-04
"220","32243865",22,1,2020,28,10,2019,"The Lancet. Respiratory medicine","aheadofprint","England","eng",2020-01-22,2019-10-28
"221","32243851",11,2,2020,6,2,2020,"The Lancet. Public health","ppublish","England","eng",2020-02-11,2020-02-06
