"","PMID","DayAccepted","MonthAccepted","YearAccepted","DayReceived","MonthReceived","YearReceived","Journal","PublicationStatus","Country","Language","YMD_Accepted","YMD_Received"
"19","31265907",28,6,2019,26,6,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-28,2019-06-26
"20","31260746",27,6,2019,15,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-27,2019-05-15
"21","31255712",26,6,2019,5,1,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-26,2019-01-05
"22","31252170",24,6,2019,3,3,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-24,2019-03-03
"23","31238107",21,6,2019,10,6,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-21,2019-06-10
"24","31226305",17,6,2019,5,2,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-17,2019-02-05
"25","31226303",17,6,2019,12,6,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-17,2019-06-12
"26","31216490",12,6,2019,28,1,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-12,2019-01-28
"27","31208767",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"28","31208766",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"29","31207313",11,6,2019,11,4,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-11,2019-04-11
"30","31207312",12,6,2019,9,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-12,2019-05-09
"31","31204652",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"32","31204651",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"33","31204650",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"34","31203930",25,10,2018,19,6,2018,"Travel medicine and infectious disease","ppublish","United States","eng",2018-10-25,2018-06-19
"35","31202701",13,6,2019,31,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-06-13,2019-05-31
"36","31158504",24,5,2019,16,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-24,2019-05-16
"37","31129271",22,5,2019,20,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-22,2019-05-20
"38","31112764",13,5,2019,18,12,2018,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-13,2018-12-18
"39","31102657",7,5,2019,7,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-07,2019-05-07
"40","31102656",10,5,2019,5,11,2018,"Travel medicine and infectious disease","ppublish","United States","eng",2019-05-10,2018-11-05
"41","31085333",10,5,2019,10,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-10,2019-05-10
"42","31078714",8,5,2019,8,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-08,2019-05-08
"43","31077795",7,5,2019,7,5,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-07,2019-05-07
"44","31076319",20,3,2019,11,10,2018,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","ppublish","England","eng",2019-03-20,2018-10-11
"45","31075426",7,5,2019,19,12,2018,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-07,2018-12-19
"46","31075425",2,5,2019,28,7,2018,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-02,2018-07-28
"47","31055045",2,5,2019,13,11,2018,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-05-02,2018-11-13
"48","31054320",30,4,2019,26,11,2018,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-04-30,2018-11-26
"49","31054319",30,4,2019,3,11,2018,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-04-30,2018-11-03
"50","31048008",24,4,2019,17,4,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-04-24,2019-04-17
"51","31044572",12,11,2018,10,8,2018,"Journal of Korean medical science","epublish","Korea (South)","eng",2018-11-12,2018-08-10
"52","31044571",29,1,2019,28,1,2019,"Journal of Korean medical science","epublish","Korea (South)","eng",2019-01-29,2019-01-28
"53","31044570",1,11,2018,6,6,2018,"Journal of Korean medical science","epublish","Korea (South)","eng",2018-11-01,2018-06-06
"54","31036484",20,3,2019,9,10,2018,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","ppublish","England","eng",2019-03-20,2018-10-09
"55","31029753",24,4,2019,21,4,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-04-24,2019-04-21
"56","31010747",20,3,2019,19,7,2018,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","aheadofprint","England","eng",2019-03-20,2018-07-19
"57","31010671",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"58","31003927",2,4,2019,26,10,2018,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","ppublish","England","eng",2019-04-02,2018-10-26
"59","31002079",NA,NA,NA,NA,NA,NA,"The Lancet. Infectious diseases","ppublish","United States","eng",NA,NA
"60","31002078",NA,NA,NA,NA,NA,NA,"The Lancet. Infectious diseases","ppublish","United States","eng",NA,NA
"61","31002077",NA,NA,NA,NA,NA,NA,"The Lancet. Infectious diseases","ppublish","United States","eng",NA,NA
"62","30987403",1,4,2019,4,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-01,2019-03-04
"63","30987369",29,3,2019,5,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-29,2019-02-05
"64","30987358",30,3,2019,17,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-30,2019-02-17
"65","30987356",27,3,2019,22,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-27,2019-02-22
"66","30987326",30,3,2019,3,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-30,2019-03-03
"67","30987236",1,4,2019,25,1,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-01,2019-01-25
"68","30987174",2,4,2019,11,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-02,2019-03-11
"69","30987161",1,4,2019,26,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-01,2019-02-26
"70","30987057",1,4,2019,3,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-01,2019-03-03
"71","30987052",29,3,2019,14,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-29,2019-02-14
"72","30987010",29,3,2019,21,2,2019,"Journal of clinical medicine","epublish","United States","eng",2019-03-29,2019-02-21
"73","30987008",28,3,2019,22,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-28,2019-02-22
"74","30987005",28,3,2019,16,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-28,2019-02-16
"75","30982688",11,1,2019,31,12,2018,"Lancet (London, England)","ppublish","England","eng",2019-01-11,2018-12-31
"76","30982687",2,10,2018,21,6,2018,"Lancet (London, England)","ppublish","England","eng",2018-10-02,2018-06-21
"77","30982686",9,10,2018,23,8,2018,"Lancet (London, England)","ppublish","England","eng",2018-10-09,2018-08-23
"78","30982685",7,12,2018,10,11,2018,"Lancet (London, England)","ppublish","England","eng",2018-12-07,2018-11-10
"79","30981926",6,4,2019,11,10,2018,"International journal of antimicrobial agents","ppublish","Netherlands","eng",2019-04-06,2018-10-11
"80","30981925",6,4,2019,10,1,2019,"International journal of antimicrobial agents","ppublish","Netherlands","eng",2019-04-06,2019-01-10
"81","30981924",6,4,2019,5,11,2018,"International journal of antimicrobial agents","ppublish","Netherlands","eng",2019-04-06,2018-11-05
"82","30981891",6,4,2019,12,10,2018,"The Journal of infection","ppublish","England","eng",2019-04-06,2018-10-12
"83","30981696",8,2,2019,22,11,2018,"The Lancet. Respiratory medicine","ppublish","England","eng",2019-02-08,2018-11-22
"84","30981536",21,12,2018,3,10,2018,"Lancet (London, England)","ppublish","England","eng",2018-12-21,2018-10-03
"85","30981429",25,3,2018,13,2,2018,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2018-03-25,2018-02-13
"86","30980956",7,4,2019,31,10,2018,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-04-07,2018-10-31
"87","30980859",4,4,2019,22,2,2019,"The Journal of hospital infection","ppublish","England","eng",2019-04-04,2019-02-22
"88","30980839",6,4,2019,30,3,2019,"The Journal of infection","ppublish","England","eng",2019-04-06,2019-03-30
"89","30979082",8,4,2019,15,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-03-15
"90","30979068",8,4,2019,20,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-02-20
"91","30979062",8,4,2019,15,2,2019,"Journal of clinical medicine","epublish","United States","eng",2019-04-08,2019-02-15
"92","30979055",10,4,2019,22,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-10,2019-02-22
"93","30979036",8,4,2019,18,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-03-18
"94","30978979",8,4,2019,23,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-03-23
"95","30978960",9,4,2019,3,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-09,2019-03-03
"96","30978953",8,4,2019,7,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-03-07
"97","30978937",8,4,2019,1,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-03-01
"98","30978926",9,4,2019,21,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-09,2019-03-21
"99","30978465",4,4,2019,18,2,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","ppublish","Canada","eng",2019-04-04,2019-02-18
"100","30978426",3,4,2019,17,11,2018,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-04-03,2018-11-17
"101","30978425",20,3,2019,19,3,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2019-03-20,2019-03-19
"102","30978424",7,4,2019,15,1,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-04-07,2019-01-15
"103","30978423",18,2,2019,11,1,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-02-18,2019-01-11
"104","30978422",3,4,2019,30,12,2018,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-04-03,2018-12-30
"105","30978421",27,3,2019,26,3,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-03-27,2019-03-26
"106","30978417",7,4,2019,8,6,2018,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-04-07,2018-06-08
"107","30978370",4,4,2019,21,1,2019,"The Journal of hospital infection","ppublish","England","eng",2019-04-04,2019-01-21
"108","30978360",2,4,2019,28,11,2018,"The Journal of infection","ppublish","England","eng",2019-04-02,2018-11-28
"109","30975525",22,11,2018,28,9,2018,"The Lancet. Infectious diseases","ppublish","United States","eng",2018-11-22,2018-09-28
"110","30975524",10,12,2018,7,12,2018,"The Lancet. Infectious diseases","ppublish","United States","eng",2018-12-10,2018-12-07
"111","30975495",29,11,2018,30,7,2018,"The Lancet. Respiratory medicine","ppublish","England","eng",2018-11-29,2018-07-30
"112","30975486",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"113","30974902",6,4,2019,5,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-06,2019-02-05
"114","30974886",9,4,2019,8,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-09,2019-03-08
"115","30974876",4,4,2019,1,3,2019,"Journal of clinical medicine","epublish","International","eng",2019-04-04,2019-03-01
"116","30974821",8,4,2019,18,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-03-18
"117","30974773",8,4,2019,2,4,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-04-02
"118","30974148",4,4,2019,31,8,2018,"The Journal of hospital infection","ppublish","England","eng",2019-04-04,2018-08-31
"119","30974130",4,4,2019,6,9,2018,"The Journal of infection","ppublish","England","eng",2019-04-04,2018-09-06
"120","30974129",2,4,2019,29,10,2018,"The Journal of infection","ppublish","England","eng",2019-04-02,2018-10-29
"121","30970668",4,4,2019,11,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-04,2019-02-11
"122","30970653",4,4,2019,29,1,2019,"Journal of clinical medicine","epublish","United Kingdom","eng",2019-04-04,2019-01-29
"123","30970636",4,4,2019,17,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-04,2019-03-17
"124","30970605",8,4,2019,18,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-08,2019-03-18
"125","30970560",4,4,2019,12,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-04,2019-03-12
"126","30968963",4,4,2019,2,4,2018,"Journal of medical virology","aheadofprint","United States","eng",2019-04-04,2018-04-02
"127","30967219",6,3,2019,19,10,2018,"Lancet (London, England)","ppublish","England","eng",2019-03-06,2018-10-19
"128","30967218",11,3,2019,26,10,2018,"Lancet (London, England)","ppublish","England","eng",2019-03-11,2018-10-26
"129","30967217",25,1,2019,11,11,2018,"Lancet (London, England)","ppublish","England","eng",2019-01-25,2018-11-11
"130","30967216",5,12,2018,14,9,2018,"Lancet (London, England)","ppublish","England","eng",2018-12-05,2018-09-14
"131","30967215",30,1,2019,17,7,2018,"Lancet (London, England)","ppublish","England","eng",2019-01-30,2018-07-17
"132","30967214",30,1,2019,6,11,2018,"Lancet (London, England)","ppublish","England","eng",2019-01-30,2018-11-06
"133","30967213",30,1,2019,11,7,2018,"Lancet (London, England)","ppublish","England","eng",2019-01-30,2018-07-11
"134","30967212",30,1,2019,19,7,2018,"Lancet (London, England)","ppublish","United States","eng",2019-01-30,2018-07-19
"135","30967211",30,1,2019,24,6,2018,"Lancet (London, England)","ppublish","England","eng",2019-01-30,2018-06-24
"136","30967210",26,11,2018,19,10,2018,"Lancet (London, England)","ppublish","England","eng",2018-11-26,2018-10-19
"137","30967209",5,11,2018,6,9,2018,"Lancet (London, England)","ppublish","England","eng",2018-11-05,2018-09-06
"138","30967208",26,11,2018,26,6,2018,"Lancet (London, England)","ppublish","England","eng",2018-11-26,2018-06-26
"139","30967207",27,12,2018,19,10,2018,"Lancet (London, England)","ppublish","England","eng",2018-12-27,2018-10-19
"140","30967206",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"141","30967205",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"142","30967204",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"143","30967203",1,4,2019,1,4,2019,"Lancet (London, England)","ppublish","England","eng",2019-04-01,2019-04-01
"144","30967202",1,3,2019,29,1,2019,"Lancet (London, England)","ppublish","England","eng",2019-03-01,2019-01-29
"145","30967201",28,2,2019,27,2,2019,"Lancet (London, England)","ppublish","England","eng",2019-02-28,2019-02-27
"146","30967200",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"147","30967199",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"148","30967198",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"149","30965665",4,4,2019,1,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-04,2019-03-01
"150","30965661",3,4,2019,18,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-03,2019-02-18
"151","30965626",3,4,2019,12,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-03,2019-02-12
"152","30965068",2,4,2019,29,5,2018,"The Journal of infection","ppublish","United States","eng",2019-04-02,2018-05-29
"153","30965067",2,4,2019,16,12,2018,"The Journal of infection","ppublish","England","eng",2019-04-02,2018-12-16
"154","30965066",1,4,2019,5,1,2019,"The Journal of infection","ppublish","England","eng",2019-04-01,2019-01-05
"155","30965065",2,4,2019,24,10,2018,"The Journal of infection","ppublish","England","eng",2019-04-02,2018-10-24
"156","30965061",31,3,2019,16,1,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-03-31,2019-01-16
"157","30962167",NA,NA,NA,NA,NA,NA,"The Lancet. Respiratory medicine","ppublish","United Kingdom","eng",NA,NA
"158","30962166",NA,NA,NA,NA,NA,NA,"The Lancet. Respiratory medicine","ppublish","England","eng",NA,NA
"159","30962165",25,1,2019,4,12,2018,"The Lancet. Respiratory medicine","ppublish","England","eng",2019-01-25,2018-12-04
"160","30961907",15,1,2019,5,5,2018,"Lancet (London, England)","ppublish","United Kingdom","eng",2019-01-15,2018-05-05
"161","30961906",12,3,2019,28,2,2019,"Lancet (London, England)","ppublish","England","eng",2019-03-12,2019-02-28
"162","30959979",4,4,2019,6,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-04,2019-03-06
"163","30959960",4,4,2019,16,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-04,2019-03-16
"164","30959941",2,4,2019,1,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-02,2019-03-01
"165","30959893",3,4,2019,19,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-03,2019-02-19
"166","30959868",2,4,2019,10,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-02,2019-03-10
"167","30959860",3,4,2019,18,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-03,2019-02-18
"168","30959851",2,4,2019,26,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-02,2019-02-26
"169","30959848",3,4,2019,10,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-03,2019-02-10
"170","30959846",3,4,2019,14,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-03,2019-02-14
"171","30959828",1,4,2019,6,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-01,2019-03-06
"172","30959826",29,3,2019,6,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-29,2019-02-06
"173","30959811",1,4,2019,6,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-01,2019-03-06
"174","30959798",3,4,2019,7,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-03,2019-03-07
"175","30959790",29,3,2019,12,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-03-29,2019-02-12
"176","30959786",2,4,2019,28,2,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-02,2019-02-28
"177","30959769",3,4,2019,17,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-03,2019-03-17
"178","30959757",2,4,2019,13,3,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-02,2019-03-13
"179","30959750",3,4,2019,4,3,2019,"Journal of clinical medicine","epublish","United Kingdom","eng",2019-04-03,2019-03-04
"180","30959749",1,4,2019,24,1,2019,"Journal of clinical medicine","epublish","Switzerland","eng",2019-04-01,2019-01-24
"181","30959250",30,3,2019,5,3,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","ppublish","Canada","eng",2019-03-30,2019-03-05
"182","30959249",1,4,2019,18,1,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","ppublish","Canada","eng",2019-04-01,2019-01-18
"183","30959248",1,4,2019,16,3,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","ppublish","Canada","eng",2019-04-01,2019-03-16
"184","30959247",1,4,2019,9,3,2019,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","ppublish","Canada","eng",2019-04-01,2019-03-09
"185","30959246",31,3,2019,21,11,2018,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","ppublish","Canada","eng",2019-03-31,2018-11-21
"186","30959181",30,3,2019,17,8,2018,"International journal of antimicrobial agents","ppublish","Netherlands","eng",2019-03-30,2018-08-17
"187","30959111",2,4,2019,9,3,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-04-02,2019-03-09
"188","30959090",2,4,2019,30,3,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-04-02,2019-03-30
"189","30959088",1,4,2019,6,2,2019,"The Journal of hospital infection","ppublish","England","eng",2019-04-01,2019-02-06
"190","30957745",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"191","30957744",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"192","30957743",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"193","30957742",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"194","30956127",17,12,2018,29,3,2017,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","aheadofprint","England","eng",2018-12-17,2017-03-29
"195","30956112",8,1,2019,8,1,2019,"The Lancet. Infectious diseases","ppublish","United States","eng",2019-01-08,2019-01-08
"196","30956111",10,12,2018,14,7,2018,"The Lancet. Infectious diseases","ppublish","United Kingdom","eng",2018-12-10,2018-07-14
"197","30956061",NA,NA,NA,NA,NA,NA,"The Lancet. Respiratory medicine","ppublish","England","eng",NA,NA
"198","30955977",25,9,2018,7,8,2018,"Lancet (London, England)","ppublish","England","eng",2018-09-25,2018-08-07
"199","30955976",10,10,2018,2,10,2018,"Lancet (London, England)","ppublish","England","eng",2018-10-10,2018-10-02
"200","30955975",24,7,2018,5,4,2018,"Lancet (London, England)","ppublish","United Kingdom","eng",2018-07-24,2018-04-05
"201","30955974",4,9,2018,9,8,2018,"Lancet (London, England)","ppublish","England","eng",2018-09-04,2018-08-09
"202","30954638",27,3,2019,8,3,2019,"The Journal of hospital infection","ppublish","England","eng",2019-03-27,2019-03-08
"203","30954636",27,3,2019,23,11,2018,"International journal of antimicrobial agents","ppublish","Netherlands","eng",2019-03-27,2018-11-23
"204","30954635",30,3,2019,30,10,2018,"International journal of antimicrobial agents","ppublish","Netherlands","eng",2019-03-30,2018-10-30
"205","30954586",1,4,2019,10,2,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-04-01,2019-02-10
"206","30954585",1,4,2019,30,3,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-04-01,2019-03-30
"207","30954584",1,4,2019,20,2,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-04-01,2019-02-20
"208","30954583",8,3,2019,3,8,2018,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-03-08,2018-08-03
"209","30954582",28,3,2019,7,3,2019,"Journal of the American Academy of Dermatology","aheadofprint","United States","eng",2019-03-28,2019-03-07
"210","30954581",31,3,2019,19,12,2018,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-03-31,2018-12-19
"211","30954580",31,3,2019,1,1,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-03-31,2019-01-01
"212","30954579",31,3,2019,19,1,2019,"Journal of the American Academy of Dermatology","ppublish","United States","eng",2019-03-31,2019-01-19
"213","30954543",2,4,2019,25,3,2019,"Travel medicine and infectious disease","ppublish","Netherlands","eng",2019-04-02,2019-03-25
"214","30954397",7,3,2019,15,7,2018,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","ppublish","England","eng",2019-03-07,2018-07-15
"215","30954306",26,2,2019,12,2,2019,"Lancet (London, England)","ppublish","England","eng",2019-02-26,2019-02-12
"216","30954305",29,12,2018,12,6,2018,"Lancet (London, England)","ppublish","England","eng",2018-12-29,2018-06-12
"217","30954304",NA,NA,NA,NA,NA,NA,"Lancet (London, England)","ppublish","England","eng",NA,NA
"218","30954145",15,2,2019,11,10,2018,"The Lancet. Public health","ppublish","England","eng",2019-02-15,2018-10-11
"219","30954144",13,2,2019,6,11,2018,"The Lancet. Public health","ppublish","United Kingdom","eng",2019-02-13,2018-11-06
"220","30954143",13,2,2019,13,10,2018,"The Lancet. Public health","ppublish","United Kingdom","eng",2019-02-13,2018-10-13
"221","30954142",26,2,2019,24,2,2019,"The Lancet. Public health","ppublish","England","eng",2019-02-26,2019-02-24
"222","30954141",22,2,2019,12,2,2019,"The Lancet. Public health","ppublish","England","eng",2019-02-22,2019-02-12
"223","30954140",26,2,2019,9,1,2019,"The Lancet. Public health","ppublish","England","eng",2019-02-26,2019-01-09
"224","30954139",26,2,2019,28,1,2019,"The Lancet. Public health","ppublish","England","eng",2019-02-26,2019-01-28
"225","30954138",7,3,2019,6,3,2019,"The Lancet. Public health","ppublish","England","eng",2019-03-07,2019-03-06
"226","30954137",18,3,2019,9,3,2019,"The Lancet. Public health","ppublish","England","eng",2019-03-18,2019-03-09
"227","30954136",7,3,2019,6,3,2019,"The Lancet. Public health","ppublish","England","eng",2019-03-07,2019-03-06
"228","30954135",NA,NA,NA,NA,NA,NA,"The Lancet. Public health","ppublish","England","eng",NA,NA
"229","30953829",NA,NA,NA,NA,NA,NA,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","ppublish","Canada","eng",NA,NA
