"","PMID","DayAccepted","MonthAccepted","YearAccepted","DayReceived","MonthReceived","YearReceived","Journal","PublicationStatus","Country","Language","YMD_Accepted","YMD_Received"
"53","32275254",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"54","32275253",NA,NA,NA,NA,NA,NA,"Le infezioni in medicina","ppublish","Italy","eng",NA,NA
"55","32275128",NA,NA,NA,NA,NA,NA,"Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences","ppublish","China","chi",NA,NA
"56","32275124",30,3,2020,25,3,2020,"Cytometry. Part A : the journal of the International Society for Analytical Cytology","aheadofprint","United States","eng",2020-03-30,2020-03-25
"57","32275090",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"58","32275081",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"59","32275072",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"60","32274988",NA,NA,NA,NA,NA,NA,"The American journal of tropical medicine and hygiene","aheadofprint","United States","eng",NA,NA
"61","32274985",NA,NA,NA,NA,NA,NA,"The American journal of tropical medicine and hygiene","aheadofprint","United States","eng",NA,NA
"62","32274964",NA,NA,NA,NA,NA,NA,"Journal of biomolecular structure &amp; dynamics","aheadofprint","England","eng",NA,NA
"63","32274917",NA,NA,NA,NA,NA,NA,"Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","aheadofprint","China","chi",NA,NA
"64","32274879",NA,NA,NA,NA,NA,NA,"BJU international","aheadofprint","England","eng",NA,NA
"65","32274842",2,4,2020,30,3,2020,"ANZ journal of surgery","aheadofprint","Australia","eng",2020-04-02,2020-03-30
"66","32274787",NA,NA,NA,NA,NA,NA,"Deutsche medizinische Wochenschrift (1946)","aheadofprint","Germany","ger",NA,NA
"67","32274774",NA,NA,NA,NA,NA,NA,"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS","ppublish","Germany","ger",NA,NA
"68","32274773",NA,NA,NA,NA,NA,NA,"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS","ppublish","Germany","ger",NA,NA
"69","32274772",NA,NA,NA,NA,NA,NA,"American journal of perinatology","aheadofprint","United States","eng",NA,NA
"70","32274771",NA,NA,NA,NA,NA,NA,"American journal of perinatology","aheadofprint","United States","eng",NA,NA
"71","32274630",7,4,2020,3,4,2020,"Journal of neuro-oncology","aheadofprint","United States","eng",2020-04-07,2020-04-03
"72","32274617",27,3,2020,26,3,2020,"GeroScience","aheadofprint","Switzerland","eng",2020-03-27,2020-03-26
"73","32274425",22,3,2020,20,3,2020,"Clinical and translational radiation oncology","epublish","Ireland","eng",2020-03-22,2020-03-20
"74","32274342",17,3,2020,8,3,2020,"Journal of clinical and translational hepatology","ppublish","China","eng",2020-03-17,2020-03-08
"75","32274341",15,3,2020,9,3,2020,"Journal of clinical and translational hepatology","ppublish","China","eng",2020-03-15,2020-03-09
"76","32274081",NA,NA,NA,NA,NA,NA,"Journal of thoracic disease","ppublish","China","eng",NA,NA
"77","32273610",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"78","32273607",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"79","32273606",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"80","32273605",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"81","32273604",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"82","32273594",NA,NA,NA,NA,NA,NA,"Nature reviews. Immunology","aheadofprint","England","eng",NA,NA
"83","32273593",NA,NA,NA,NA,NA,NA,"Nature reviews. Nephrology","aheadofprint","England","eng",NA,NA
"84","32273583",NA,NA,NA,NA,NA,NA,"Nature human behaviour","aheadofprint","England","eng",NA,NA
"85","32273490",NA,NA,NA,NA,NA,NA,"Indian pediatrics","aheadofprint","India","eng",NA,NA
"86","32273489",NA,NA,NA,NA,NA,NA,"Indian pediatrics","aheadofprint","India","eng",NA,NA
"87","32273488",NA,NA,NA,NA,NA,NA,"Indian pediatrics","aheadofprint","India","eng",NA,NA
"88","32273382",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"89","32273336",NA,NA,NA,NA,NA,NA,"Thorax","aheadofprint","England","eng",NA,NA
"90","32273335",NA,NA,NA,NA,NA,NA,"Thorax","aheadofprint","England","eng",NA,NA
"91","32273292",27,3,2020,26,3,2020,"Gut","aheadofprint","England","eng",2020-03-27,2020-03-26
"92","32273285",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"93","32273284",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"94","32273283",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"95","32273267",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"96","32273263",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"97","32273262",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"98","32273253",31,3,2020,31,3,2020,"Research in social &amp; administrative pharmacy : RSAP","aheadofprint","United States","eng",2020-03-31,2020-03-31
"99","32273245",29,3,2020,26,3,2020,"Contact lens &amp; anterior eye : the journal of the British Contact Lens Association","aheadofprint","England","eng",2020-03-29,2020-03-26
"100","32273156",NA,NA,NA,NA,NA,NA,"Journal of endodontics","aheadofprint","United States","eng",NA,NA
"101","32273142",29,3,2020,24,3,2020,"The American journal of emergency medicine","aheadofprint","United States","eng",2020-03-29,2020-03-24
"102","32273141",29,3,2020,25,3,2020,"The American journal of emergency medicine","aheadofprint","United States","eng",2020-03-29,2020-03-25
"103","32272957",23,3,2020,16,3,2020,"World journal of emergency surgery : WJES","epublish","England","eng",2020-03-23,2020-03-16
"104","32272857",NA,NA,NA,NA,NA,NA,"Tissue engineering. Part A","aheadofprint","United States","eng",NA,NA
"105","32272630",3,4,2020,10,3,2020,"Tropical medicine and infectious disease","epublish","Switzerland","eng",2020-04-03,2020-03-10
"106","32272522",9,4,2020,7,4,2020,"Salud publica de Mexico","aheadofprint","Mexico","spa",2020-04-09,2020-04-07
"107","32272481",1,4,2020,9,2,2020,"Nature","aheadofprint","England","eng",2020-04-01,2020-02-09
"108","32272480",30,3,2020,21,3,2020,"Psychotherapy and psychosomatics","aheadofprint","Switzerland","eng",2020-03-30,2020-03-21
"109","32272396",27,3,2020,25,3,2020,"International immunopharmacology","aheadofprint","Netherlands","eng",2020-03-27,2020-03-25
"110","32272262",1,4,2020,26,2,2020,"International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","aheadofprint","Canada","eng",2020-04-01,2020-02-26
"111","32272191",31,3,2020,25,3,2020,"Diabetes research and clinical practice","aheadofprint","Ireland","eng",2020-03-31,2020-03-25
"112","32272173",5,4,2020,14,3,2020,"Antiviral research","aheadofprint","Netherlands","eng",2020-04-05,2020-03-14
"113","32272089",24,3,2020,14,3,2020,"The Lancet. Child &amp; adolescent health","aheadofprint","England","eng",2020-03-24,2020-03-14
"114","32272084",1,4,2020,31,3,2020,"The lancet. HIV","aheadofprint","Netherlands","eng",2020-04-01,2020-03-31
"115","32272081",30,3,2020,30,3,2020,"The Lancet. Respiratory medicine","aheadofprint","England","eng",2020-03-30,2020-03-30
"116","32272080",23,3,2020,8,3,2020,"The Lancet. Respiratory medicine","aheadofprint","England","eng",2020-03-23,2020-03-08
"117","32272008",8,4,2020,29,2,2020,"Clinical and experimental pediatrics","aheadofprint","Korea (South)","eng",2020-04-08,2020-02-29
"118","32272003",NA,NA,NA,NA,NA,NA,"The New England journal of medicine","aheadofprint","United States","eng",NA,NA
"119","32272002",NA,NA,NA,NA,NA,NA,"The New England journal of medicine","aheadofprint","United States","eng",NA,NA
"120","32271993",NA,NA,NA,NA,NA,NA,"Obesity (Silver Spring, Md.)","aheadofprint","United States","eng",NA,NA
"121","32271988",NA,NA,NA,NA,NA,NA,"Journal of thrombosis and haemostasis : JTH","aheadofprint","England","eng",NA,NA
"122","32271978",27,3,2020,26,3,2020,"Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology","aheadofprint","United States","eng",2020-03-27,2020-03-26
"123","32271947",NA,NA,NA,NA,NA,NA,"International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics","aheadofprint","United States","eng",NA,NA
"124","32271942",NA,NA,NA,NA,NA,NA,"Anaesthesia","aheadofprint","England","eng",NA,NA
"125","32271935",NA,NA,NA,NA,NA,NA,"Swiss medical weekly","epublish","Switzerland","eng",NA,NA
"126","32271914",NA,NA,NA,NA,NA,NA,"Interactive cardiovascular and thoracic surgery","aheadofprint","England","eng",NA,NA
"127","32271871",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"128","32271869",NA,NA,NA,NA,NA,NA,"Annals of internal medicine","aheadofprint","United States","eng",NA,NA
"129","32271867",NA,NA,NA,NA,NA,NA,"JAMA","aheadofprint","United States","eng",NA,NA
"130","32271865",NA,NA,NA,2,4,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-04-02
"131","32271861",NA,NA,NA,NA,NA,NA,"Annals of internal medicine","aheadofprint","United States","eng",NA,NA
"132","32271768",9,3,2020,17,12,2019,"PloS one","epublish","United States","eng",2020-03-09,2019-12-17
"133","32271728",NA,NA,NA,NA,NA,NA,"MMWR. Morbidity and mortality weekly report","epublish","United States","eng",NA,NA
"134","32271726",NA,NA,NA,NA,NA,NA,"MMWR. Morbidity and mortality weekly report","epublish","United States","eng",NA,NA
"135","32271724",NA,NA,NA,NA,NA,NA,"MMWR. Morbidity and mortality weekly report","epublish","United States","eng",NA,NA
"136","32271722",NA,NA,NA,NA,NA,NA,"MMWR. Morbidity and mortality weekly report","epublish","United States","eng",NA,NA
"137","32271650",NA,NA,NA,NA,NA,NA,"Telemedicine journal and e-health : the official journal of the American Telemedicine Association","aheadofprint","United States","eng",NA,NA
"138","32271627",NA,NA,NA,NA,NA,NA,"Health affairs (Project Hope)","aheadofprint","United States","eng",NA,NA
"139","32271625",NA,NA,NA,NA,NA,NA,"Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine","aheadofprint","United States","eng",NA,NA
"140","32271624",NA,NA,NA,NA,NA,NA,"Circulation","aheadofprint","United States","eng",NA,NA
"141","32271616",NA,NA,NA,NA,NA,NA,"Circulation","aheadofprint","United States","eng",NA,NA
"142","32271607",22,3,2020,21,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-22,2020-03-21
"143","32271606",21,3,2020,10,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-10
"144","32271605",21,3,2020,10,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-10
"145","32271604",21,3,2020,3,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-03
"146","32271603",21,3,2020,18,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-18
"147","32271602",21,3,2020,16,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-16
"148","32271601",21,3,2020,3,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-03
"149","32271600",30,3,2020,20,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-30,2020-03-20
"150","32271599",21,3,2020,18,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-18
"151","32271598",20,3,2020,9,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-20,2020-03-09
"152","32271597",21,3,2020,16,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-16
"153","32271596",21,3,2020,20,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-20
"154","32271595",27,3,2020,25,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-27,2020-03-25
"155","32271594",21,3,2020,18,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-21,2020-03-18
"156","32271593",29,3,2020,26,3,2020,"Archives of Iranian medicine","epublish","Iran","eng",2020-03-29,2020-03-26
"157","32271507",NA,NA,NA,NA,NA,NA,"The Journal of clinical psychiatry","epublish","United States","eng",NA,NA
"158","32271506",NA,NA,NA,NA,NA,NA,"The Journal of clinical psychiatry","epublish","United States","eng",NA,NA
"159","32271490",3,4,2020,1,4,2020,"International forum of allergy &amp; rhinology","aheadofprint","United States","eng",2020-04-03,2020-04-01
"160","32271462",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"161","32271461",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"162","32271460",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"163","32271459",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"164","32271458",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"165","32271457",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"166","32271456",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"167","32271455",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"168","32271454",NA,NA,NA,NA,NA,NA,"European review for medical and pharmacological sciences","ppublish","Italy","eng",NA,NA
"169","32271376",NA,NA,NA,27,2,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-02-27
"170","32271374",NA,NA,NA,1,4,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-04-01
"171","32271373",NA,NA,NA,3,4,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-04-03
"172","32271372",NA,NA,NA,4,4,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-04-04
"173","32271369",NA,NA,NA,10,3,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-03-10
"174","32271368",NA,NA,NA,31,3,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-03-31
"175","32271278",NA,NA,NA,NA,NA,NA,"Journal of thoracic imaging","aheadofprint","United States","eng",NA,NA
"176","32271211",NA,NA,NA,NA,NA,NA,"The Journal of bone and joint surgery. American volume","aheadofprint","United States","eng",NA,NA
"177","32271209",NA,NA,NA,NA,NA,NA,"The Journal of bone and joint surgery. American volume","aheadofprint","United States","eng",NA,NA
"178","32271208",NA,NA,NA,NA,NA,NA,"The Journal of bone and joint surgery. American volume","aheadofprint","United States","eng",NA,NA
"179","32271125",NA,NA,NA,NA,NA,NA,"Metabolic syndrome and related disorders","aheadofprint","United States","eng",NA,NA
"180","32271070",NA,NA,NA,NA,NA,NA,"Psychological trauma : theory, research, practice and policy","ppublish","United States","eng",NA,NA
"181","32270992",NA,NA,NA,NA,NA,NA,"Minerva endocrinologica","aheadofprint","Italy","eng",NA,NA
"182","32270980",NA,NA,NA,NA,NA,NA,"The American journal of managed care","ppublish","United States","eng",NA,NA
"183","32270938",NA,NA,NA,NA,NA,NA,"Revue medicale suisse","ppublish","Switzerland","fre",NA,NA
"184","32270760",NA,NA,NA,NA,NA,NA,"The British journal of psychiatry : the journal of mental science","aheadofprint","England","eng",NA,NA
"185","32270698",NA,NA,NA,NA,NA,NA,"European journal of preventive cardiology","aheadofprint","England","eng",NA,NA
"186","32270695",NA,NA,NA,NA,NA,NA,"Circulation","aheadofprint","United States","eng",NA,NA
"187","32270660",NA,NA,NA,NA,NA,NA,"Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology","aheadofprint","China","chi",NA,NA
"188","32270592",24,3,2020,16,3,2020,"Pediatric pulmonology","aheadofprint","United States","eng",2020-03-24,2020-03-16
"189","32270581",31,3,2020,26,3,2020,"Head &amp; neck","aheadofprint","United States","eng",2020-03-31,2020-03-26
"190","32270574",31,3,2020,28,3,2020,"Head &amp; neck","aheadofprint","United States","eng",2020-03-31,2020-03-28
"191","32270568",31,3,2020,30,3,2020,"Head &amp; neck","aheadofprint","United States","eng",2020-03-31,2020-03-30
"192","32270565",31,3,2020,27,3,2020,"Head &amp; neck","aheadofprint","United States","eng",2020-03-31,2020-03-27
"193","32270559",NA,NA,NA,NA,NA,NA,"Journal of cardiovascular electrophysiology","aheadofprint","United States","eng",NA,NA
"194","32270521",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"195","32270515",NA,NA,NA,NA,NA,NA,"Journal of medical virology","aheadofprint","United States","eng",NA,NA
"196","32270479",NA,NA,NA,NA,NA,NA,"International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics","aheadofprint","United States","eng",NA,NA
"197","32270477",NA,NA,NA,NA,NA,NA,"International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics","aheadofprint","United States","eng",NA,NA
"198","32270413",24,3,2020,27,2,2020,"European journal of clinical microbiology &amp; infectious diseases : official publication of the European Society of Clinical Microbiology","aheadofprint","Germany","eng",2020-03-24,2020-02-27
"199","32270412",16,3,2020,6,3,2020,"European journal of clinical microbiology &amp; infectious diseases : official publication of the European Society of Clinical Microbiology","aheadofprint","Germany","eng",2020-03-16,2020-03-06
"200","32270376",25,3,2020,24,3,2020,"Bulletin of mathematical biology","epublish","United States","eng",2020-03-25,2020-03-24
"201","32270371",NA,NA,NA,28,2,2020,"Infectious diseases and therapy","aheadofprint","New Zealand","eng",NA,2020-02-28
"202","32270359",25,3,2020,19,3,2020,"Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology","aheadofprint","Italy","eng",2020-03-25,2020-03-19
"203","32270184",NA,NA,NA,4,4,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-04-04
"204","32270178",NA,NA,NA,24,3,2020,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","aheadofprint","United States","eng",NA,2020-03-24
"205","32269939",NA,NA,NA,NA,NA,NA,"Quantitative imaging in medicine and surgery","ppublish","China","eng",NA,NA
"206","32269938",NA,NA,NA,NA,NA,NA,"Quantitative imaging in medicine and surgery","ppublish","China","eng",NA,NA
"207","32269893",NA,NA,NA,NA,NA,NA,"Cureus","epublish","United States","eng",NA,NA
"208","32269766",20,2,2020,NA,NA,NA,"F1000Research","epublish","United Kingdom","eng",2020-02-20,NA
"209","32269670",NA,NA,NA,NA,NA,NA,"Canadian geriatrics journal : CGJ","epublish","Canada","eng",NA,NA
"210","32269593",NA,NA,NA,NA,NA,NA,"Revista panamericana de salud publica = Pan American journal of public health","epublish","United States","eng",NA,NA
"211","32269357",NA,NA,NA,NA,NA,NA,"Nature medicine","aheadofprint","United States","eng",NA,NA
"212","32269194",NA,NA,NA,NA,NA,NA,"Internal medicine (Tokyo, Japan)","aheadofprint","Japan","eng",NA,NA
"213","32269177",NA,NA,NA,NA,NA,NA,"The Journal of invasive cardiology","aheadofprint","United States","eng",NA,NA
"214","32269100",NA,NA,NA,NA,NA,NA,"Journal of clinical microbiology","aheadofprint","United States","eng",NA,NA
"215","32269088",30,3,2020,2,3,2020,"The European respiratory journal","aheadofprint","England","eng",2020-03-30,2020-03-02
"216","32269086",29,3,2020,5,3,2020,"The European respiratory journal","aheadofprint","England","eng",2020-03-29,2020-03-05
"217","32269082",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"218","32269081",NA,NA,NA,NA,NA,NA,"Proceedings of the National Academy of Sciences of the United States of America","aheadofprint","United States","eng",NA,NA
"219","32269068",7,4,2020,12,3,2020,"Science (New York, N.Y.)","aheadofprint","United States","eng",2020-04-07,2020-03-12
"220","32269067",4,4,2020,25,2,2020,"Science (New York, N.Y.)","aheadofprint","United States","eng",2020-04-04,2020-02-25
"221","32269064",NA,NA,NA,NA,NA,NA,"The Journal of rheumatology","aheadofprint","Canada","eng",NA,NA
"222","32269063",NA,NA,NA,NA,NA,NA,"The Journal of rheumatology","aheadofprint","Canada","eng",NA,NA
"223","32269034",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"224","32269023",NA,NA,NA,NA,NA,NA,"BMJ (Clinical research ed.)","epublish","England","eng",NA,NA
"225","32269021",NA,NA,NA,NA,NA,NA,"CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne","aheadofprint","Canada","eng",NA,NA
"226","32269020",NA,NA,NA,NA,NA,NA,"CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne","aheadofprint","Canada","eng",NA,NA
